username,time,text,tags,translated_text,location,latitude,longitude,KADAA_ID,KADAA_AR,KADAA_EN,MOHAFAZA_ID,MOHAFAZA_AR,MOHAFAZA_EN
UserX,2020-09-25,نرتاح من الفاسدين يلي هني كورونا لبنان#صار_الوقت,['#صار_الوقت'],We are relieved of the corrupt. The Corona follows Lebanon # The time has come,بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@Martha_10452,2020-09-25,"-الكمامة مش للدقن
الكمامة مش أكسسوار على مراية السيارة
#كورونا_لبنان",['#كورونا_لبنان'],"- The muzzle is not a bite
The muzzle is not an accessory on the mirror of the car
# Corona_Lebanon",راي,33.5222,35.6553,42000,البقاع الغربي,West Bekaa,4,البقاع,Bekaa
@43gharib,2020-09-25,"ما زلنا في المجهول... لا خطط تعليمية عن بعد و لا عن قرب... ثم يخرج إلينا الوزير بأقوال دون أفعال كباقي الوزراء. عشتم و عاش لبنان لا سيّدا لا حرّا و لا مستقلًّا
 #كورونا_لبنان",['#كورونا_لبنان'],"We are still in the unknown ... no educational plans from a distance or close-up ... Then the minister comes out to us with words without actions like the rest of the ministers. You lived and lived Lebanon, not a sovereign, not free, or independent
 # Corona_Lebanon",حي أبي حرب,33.7667,35.5669,54000,عاليه,Aley,5,جبل لبنان,Mount Lebanon
@JessysMattar,2020-09-25,"لو ال world health organisation عطت كل انسان 1$ على كل مره بيلبس كمامة بس يضهر، بدل ما تعطي الحكومات الفاسدة $$$ مقابل كل حالة جديدة، كان هلق كلنا خلصنا من كورونا. 
#جمعة_مباركة #الدولار #كورونا #لبنان","['#كورونا', '#الدولار', '#جمعة_مباركة', '#لبنان']","If the world health organization gave each person $ 1 each time wearing a muzzle, but dahir, instead of corrupt governments giving $$$ for every new case, we would all be saved from Corona.
#Friday_blessing #the dollar # Corona # Lebanon",كحالة,33.8236,35.5894,54000,عاليه,Aley,5,جبل لبنان,Mount Lebanon
@SalwanZeina,2020-09-25,"ببساطة في ناس ما معها كلفة فحص pcr...
#كورونا_لبنان",['#كورونا_لبنان'],"Simply for people who do not have the cost of checking pcr ...
# Corona_Lebanon",نا,33.9083,35.8778,41000,زحلة,Zahle,4,البقاع,Bekaa
UserX,2020-09-24,#العفوالعام #كورونا_لبنان #كورونا_في_السجون,"['#العفوالعام', '#كورونا_لبنان', '#كورونا_في_السجون']",# General Amnesty # Corona_Lebanon # Corona_in_Prisons,بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@el_jinia,2020-09-24,"Let's go back to the basics:
Covid 101: #WearAMask
و شكرا
#كورونا #لبنان","['#لبنان', '#كورونا', '#WearAMask']","Let's go back to the basics:
Covid 101: #WearAMask
Thank you
# Corona # Lebanon",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@tarekselman,2020-09-24,وزارة الصحة: تسجيل 1027 إصابة جديدة بفيروس كورونا وحالة وفاة واحدة #كورونا_لبنان,['#كورونا_لبنان'],The Ministry of Health: 1027 new cases of Corona virus were recorded and one death # Corona_Lebanon,كسارة,33.8122,35.5861,54000,عاليه,Aley,5,جبل لبنان,Mount Lebanon
@LBCILebanon,2020-09-24,"17 اصابة بكورونا في مصرف لبنان... ماذا عن نتائج فحوص الحاكم ونائبه الاول؟
https://bit.ly/32XBzLm
#كورونا #كورونا_لبنان
#LBCI #LBCINews #LBCILebanon","['#كورونا', '#LBCI', '#LBCINews', '#كورونا_لبنان', '#LBCILebanon']","17 Coronavirus cases in the Banque du Liban ... What about the results of the tests of the governor and his first deputy?
https://bit.ly/32XBzLm
# Corona # Corona_Lebanon
#LBCI #LBCINews #LBCILebanon",المصالي,34.4089,35.9664,77000,المنية-الضنّية,El Minieh-Dennieh,7,الشمال,North
@bawabaanews,2020-09-24,"وزارة #الصحة اللبنانية: تسجيل 13 وفاة و940 إصابة جديدة بـ #فيروس_كورونا 

#كورونا #كوفيد_19 #كورونا_لبنان #بوابة_الأخبار","['#فيروس_كورونا', '#كورونا', '#كوفيد_19', '#كورونا_لبنان', '#الصحة', '#بوابة_الأخبار']","The Lebanese Ministry of Health: 13 deaths and 940 new cases of Coronavirus were recorded

# Corona # Covid_19 # Corona_Lebanon # News_Gateway",كسارة,33.8122,35.5861,54000,عاليه,Aley,5,جبل لبنان,Mount Lebanon
UserX,2020-09-23,#كورونا #لبنان: نحو 20 ألف إصابة... وتشديد الرقابة على المختبرات,"['#كورونا', '#لبنان']",# Corona # Lebanon: about 20 thousand injuries ... and tightening control over laboratories,بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@alaraby__Brk,2020-09-23,"#عاجل | وزارة الصحة اللبنانية: تسجيل 13 وفاة و 940 إصابة جديدة بفيروس #كورونا

#لبنان
#معاً_نعزل_كورونا","['#لبنان', '#كورونا', '#معا', '#عاجل']","Urgent # | The Lebanese Ministry of Health: 13 deaths and 940 new cases of Coronavirus were recorded

#Lebanon
#Together_with_corona",كسارة,33.8122,35.5861,54000,عاليه,Aley,5,جبل لبنان,Mount Lebanon
@LFofficialpage,2020-09-23,"نتائج عائلة المصاب في بشمزين سلبية
https://bit.ly/32VZoTM
#كورونا #لبنان","['#كورونا', '#لبنان']","The results of the affected family in Beshmzen are negative
https://bit.ly/32VZoTM
# Corona # Lebanon",الجارية,33.4715,35.3494,81000,صيدا,Saida,8,الجنوب,South
UserX,2020-09-22,"@Hamad_hassan20
 حضرة الوزير،انا اشكك بارقام وزارة الصحة وتحديداً  بالرقم  الف وسبعة الذي أُعلِن عنه نهار الاحد.ادعوك  الى تفصيل هذا الرقم حفاظاً على ما تبقى من الثقة-ان كان قد تبقى شيئاً -بهذه الدولة!!! #كورونا_لبنان",['#كورونا_لبنان'],"@ Hamadhassan
 Dear Minister, I am suspicious of the Ministry of Health numbers, specifically the number one thousand and seven that was announced on Sunday. I invite you to detail this number in order to preserve the remaining confidence - if there is anything left - in this country !!! # Corona_Lebanon",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@LFofficialpage,2020-09-22,"إدارة الكوارث: 17645 حالة نشطة
https://cutt.ly/WfXOAXD
#كورونا #لبنان","['#كورونا', '#لبنان']","Disaster management: 17,645 active cases
https://cutt.ly/WfXOAXD
# Corona # Lebanon",الجارية,33.4715,35.3494,81000,صيدا,Saida,8,الجنوب,South
@AlArabiya_Brk,2020-09-22,#كورونا.. لبنان يسجل 8 وفيات و 851 إصابة جديدة #العربية_عاجل https://alarabiya.net,"['#العربية_عاجل', '#كورونا']",# Corona .. Lebanon records 8 deaths and 851 new injuries # Arab_Agent https://alarabiya.net,يات,33.8606,35.5656,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
@Osamaalzaeem,2020-09-22,"في مثل هذا اليوم من عام 1988 أعلن الرئيس #أمين_الجميل تشكيل حكومة عسكرية برئاسة العماد #ميشال_عون قائد الجيش آنذاك وأقال #الحكومة المدنية التي كان يرأسها #سليم_الحص
#رايحين_عجنهم #كورونا #لبنان","['#ميشال_عون', '#كورونا', '#أمين_الجميل', '#رايحين_عجنهم', '#الحكومة', '#سليم_الحص', '#لبنان']","On this day in the year 1988, President # Amin Al-Jamil announced the formation of a military government headed by General Michel Aoun, the commander of the army at the time, and dismissed the civilian government that was headed by Salim Al-Huss
#Corona # Lebanon",بئر الشهداء,33.9739,35.7186,55000,كسروان,Kesserouane,5,جبل لبنان,Mount Lebanon
@Lebanon24,2020-09-22,"المُشكلة داخلية وليست بالوافدين.. لا إقفال تاماً قريباً: نحو التشديد وتفعيل محاضر الضبط؟ 
#كورونا 
#لبنان 
#lebanon24","['#كورونا', '#lebanon24', '#لبنان']","The problem is internal, not expatriates ... No full closure soon: Towards tightening and activating seizure records?
Corona
#Lebanon
# lebanon24",الوادي,34.2,35.8833,74000,البترون,El Batroun,7,الشمال,North
UserX,2020-09-21,"وزير الصحة للبنانيين
تمونو وقعدو بالبيوت
بشو منحلفلك يا معاليك مأفلسين  ولا قرش هه
 
@Hamad_hassan20
  
#كورونا_لبنان",['#كورونا_لبنان'],"Minister of Health for the Lebanese
Tmono and stayed at home
What is wrong with you, your Excellencies, are bankrupt and not a penny
 
@ Hamadhassan
  
# Corona_Lebanon",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@nicfrakesjourno,2020-09-21,"A significant decrease in #COVID19 cases today, compared to yesterday, in #Lebanon with 684 new cases and 10 deaths, putting Lebanon over 300 dead. The total is now 29,987 with 307 deaths. #CoronaVirusUpdate #كورونا #كورونا_لبنان","['#كورونا', '#COVID19', '#كورونا_لبنان', '#CoronaVirusUpdate', '#Lebanon']","A significant decrease in #COVID19 cases today, compared to yesterday, in #Lebanon with 684 new cases and 10 deaths, putting Lebanon over 300 dead. The total is now 29,987 with 307 deaths. #CoronaVirusUpdate #كورونا #كورونا_لبنان",دعل,34.2372,35.7987,74000,البترون,El Batroun,7,الشمال,North
@So_Aldar,2020-09-21,"فيديو| أهالي المحتجزين بـ #سجن_رومية يطالبون بالإفراج عن ذويهم بعد تفشي ""#كورونا""
#لبنان #بيروت","['#بيروت', '#كورونا', '#سجن_رومية', '#لبنان']","Video | Families of detainees in Roumieh Prison are demanding the release of their relatives after the outbreak of ""Corona""
# Lebanon # Beirut",محافظة بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@OusamaHojej,2020-09-21,"غزل على طريقة الكورونا 
قال لها كل النساء اللواتي في قلبي هن حالة مشتبه فيها
الا انتِ إصابة مؤكدة
#كورونا #لبنان","['#كورونا', '#لبنان']","Corona yarn
He told her all the women in my heart were a suspected case
Except you are a confirmed injury
# Corona # Lebanon",كحالة,33.8236,35.5894,54000,عاليه,Aley,5,جبل لبنان,Mount Lebanon
@LFofficialpage,2020-09-21,"الاشتباه بحالة ""كورونا"" بمركز الامتحانات الرسمية في غزير
https://cutt.ly/BfKUqVa
#كورونا #لبنان","['#كورونا', '#لبنان']","The suspected case of ""Corona"" at the official examination center in Ghazir
https://cutt.ly/BfKUqVa
# Corona # Lebanon",الجارية,33.4715,35.3494,81000,صيدا,Saida,8,الجنوب,South
@ossamazineddine,2020-09-21,"#كورونا_لبنان اليوم الصبح وعيت عخبر كتير مزعج..احد اصدقاء الدراسة، فرقتنا الظروف ومن زمان مشتقلو وما عم تظبط نلتقي، خبرني انو مصاب بالكورونا ولما سمعت صوتو، كرهت كل واحد ماشي بهالدني بلا اجراءات وقائية..
الله يقدم الصحة لكل مريض",['#كورونا_لبنان'],"# Corona_Lebanon today morning and I became aware of a lot of disturbing news..a friend of the study, the circumstances separated us, and from a long time they were separated and we did not control how we meet, they told me that he was infected with Corona and when I heard my voice, I hated everyone who walks with this world without preventive measures ..
God offers health to every patient",دوما,34.2033,35.8411,74000,البترون,El Batroun,7,الشمال,North
@southlborg,2020-09-21,كورونا: لبنان في الهاوية,[],Corona: Lebanon in the abyss,البنا,34.4719,36.1836,11000,عكّار,Akkar,1,عكار,Akkar
@AhmadShalhoub18,2020-09-21,"رزق الله لما كان الواحد ينعدى بالإيدز من ورا شي محرز . مش كورونا من ورا  عطسة 
#كورونا 
#كورونا_لبنان","['#كورونا', '#كورونا_لبنان']","May God bless you when one was infected with AIDS from what happened to Mahrez. Corona from after a sneeze
Corona
# Corona_Lebanon",ورا,33.8431,35.5689,51000,بعبدا,Baabda,5,جبل لبنان,Mount Lebanon
UserX,2020-09-20,ما بفهم عدد اصابات الكورونا ليش عم يزيد ؟! ليش مين عم يضهر ؟ ليه لوين عم تضهروا قولولي ليه في شي محل ينضهر عليه البلد كلو بزهق! #كورونا #كورونا_لبنان,"['#كورونا', '#كورونا_لبنان']","I do not understand the number of corona injuries, why will it increase ?! Why Maine Dahr? Why to where did you appear? Tell me why there is something suitable for the country to flourish, so bored! Corona # Corona_Lebanon",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@eskobar6,2020-09-20,اهم شي تصير الناس تموت بالطرقات بلكي بصيروا يفهموا #كورونا_لبنان,['#كورونا_لبنان'],The most important thing is that people die on the roads so that they can understand # Corona-Lebanon,إهمج,34.1219,35.7853,56000,جبيل,Jbeil,5,جبل لبنان,Mount Lebanon
@mjsayed,2020-09-20,"#كورونا_لبنان
نسبة الوفيات من العدد الاجمالي للحالات كانت حتى الامس القريب حوالي ١٪ أي وفاة واحدة لكل ١٠٠ حالة.
مع تخطي الارقام ل١٠٠٠ حالة يوميا، من المتوقع أن ترتفع نسبة الوفيات اذ أنه في البلدان التي عانى نظامها الصحي تراوحت هذه النسبة من ٤٪؜ الى ١٢٪",['#كورونا_لبنان'],"# Corona_Lebanon
The death rate from the total number of cases was, until recently, about 1%, meaning one death for every 100 cases.
With the numbers exceeding 1000 cases per day, the death rate is expected to increase, as in countries whose health system has suffered, this percentage ranged from 4% to 12%.",حتى,33.8833,35.6169,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
@Claritabousleim,2020-09-20,"Replying to 
@monasaliba",[],"Replying to 
@monasaliba",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@farahwehbe92,2020-09-20,"غلطة المستهتر ب ١٠٠٦ إصابة 
  #كورونا #لبنان","['#كورونا', '#لبنان']","Playboy's fault with 1,006 injuries
  # Corona # Lebanon",زغلة,33.4036,35.6872,64000,حاصبيّا,Hasbaya,6,نبطية,Nabatiyeh
@Abbassnourdeen1,2020-09-20,"1006 حالات جديدة بفيروس كورونا و11 حالة وفاة
هيدي هي ل ""يا هملالي حرفيا""

#كورونا #لبنان","['#كورونا', '#لبنان']","1,006 new cases of coronavirus and 11 deaths
Heidi is for ""Hey Hamlali, literally.""

# Corona # Lebanon",حالات,34.0828,35.6541,56000,جبيل,Jbeil,5,جبل لبنان,Mount Lebanon
@layalKjradi,2020-09-20,"تاخدوا أقساط ورسوم تسجيل، تحلّوها إنتو بين بعض، وتتركولنا اولادنا ندرّسهم بحضننا بأمان الله؟ عن أي سنة دراسية/جامعية تتحدّثون؟ #كورونا_لبنان 
@TarekMMajzoub",['#كورونا_لبنان'],"You take installments and registration fees, solve them among others, and leave us our children to teach them with our arms, in the safety of God? What school / university year are you talking about? # Corona_Lebanon
@Tarekmajzoub",يات,33.8606,35.5656,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
@BassamHaidar10,2020-09-20,"Replying to 
@hsDXca7Fa1AlStL",[],"Replying to 
@hsDXca7Fa1AlStL",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@sawtalfarah_tyr,2020-09-20,"مستشفى الحريري: حالة وفاة واحدة وشفاء 5 مصابين
http://sawtalfarah.com/news/view/local_news/0/220720…

#كورونا #كورونا_لبنان","['#كورونا', '#كورونا_لبنان']","Hariri Hospital: 1 death, 5 injured
http://sawtalfarah.com/news/view/local_news/0/220720…

# Corona # Corona_Lebanon",كحالة,33.8236,35.5894,54000,عاليه,Aley,5,جبل لبنان,Mount Lebanon
@janoubia_news,2020-09-20,"فيروس #كورونا لا يرحم ولا يهادن.. ودعوة من وزير الصحة #حمد_حسن للإقفال التام لمدة أسبوعين! 

#كورونا_لبنان #وزارة_الصحة #جنوبية #janoubia","['#حمد_حسن', '#كورونا', '#janoubia', '#وزارة_الصحة', '#جنوبية', '#كورونا_لبنان']","Coronavirus has no mercy and no truce ... and a call from the Minister of Health # Hamad_Hassan for a complete closure for a period of two weeks!

# Corona_Lebanon #Ministry of Health #South #janoubia",ولا,34.535,36.1814,11000,عكّار,Akkar,1,عكار,Akkar
@Ta7kikatNews,2020-09-20,"النائب عصام عراجي: نحنا أمام كارثة فيما خصّ كورونا .. إمّا الإغلاق أو فالوفيات بالآلاف!

#كورونا_لبنان",['#كورونا_لبنان'],"MP Issam Araji: We are facing a catastrophe regarding Corona ... either the closure or the deaths are in the thousands!

# Corona_Lebanon",سكارة,33.314,35.2601,83000,صور,Sour,8,الجنوب,South
@EL_Toshka,2020-09-20,"عزيزي المخالط 
لا تنتظر دعوى من أحد لتحجر نفسك 
إنها ليست مناسبة فرح أو عزيمة غذاء 
إنه #واجب_أخلاقي و #إنساني
#كورونا 
#لبنان","['#لبنان', '#كورونا', '#إنساني', '#واجب_أخلاقي']","Dear Meek!
Don't wait for someone to petrify yourself
It is not an occasion for joy or nourishing resolve
It is a #ethical and #human duty
Corona
#Lebanon",فرحت,34.1,35.7625,56000,جبيل,Jbeil,5,جبل لبنان,Mount Lebanon
UserX,2020-09-19,"#كورونا_لبنان 
ما بيكفي ان كل يوم عرض عدد الاصابات والوفيات لان صارت شغلي عادية متل عدد القتلى والجرحى في الحروب. 
كتير ناس مش مقتنعة. 
لازم الاعلام ووزارة الصحة يخصصوا كل يوم مقابلات مع عشرات المصابين ليحكوا عن معاناتهم ومع اهل المتوفين ليشاركوا الناس وجعهم. 
حتى اذا غطوا وجوههم",['#كورونا_لبنان'],"# Corona_Lebanon
It is not enough that every day displays the number of injuries and deaths, because my work has become normal, like the number of dead and wounded in wars.
Many people are not convinced.
The media and the Ministry of Health are required to devote interviews every day with dozens of injured people to tell about their suffering and with the families of the deceased, in order to share with the people their pain.
Even if they covered their faces",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@ZakiaDirani,2020-09-19,في زمن #كورونا الكمامة هي اللقاح الوحيد حاليا لمنع الاصابة #كورونا #لبنان,"['#كورونا', '#لبنان']","At the time of # Corona, the muzzle is the only vaccine currently to prevent infection # Corona # Lebanon",الا,33.8431,35.7333,51000,بعبدا,Baabda,5,جبل لبنان,Mount Lebanon
@AGHA_hamzah,2020-09-19,"انتقدوك لانك عم تلعب بينغ بونغ وانت عم تنبّهن كيف يعيشوا مع وقاية بس ما شافوك انت وعم تشتغل وتسهر لسلامة الجميع 
ابن منطقتي وبرفع راسي فيم
@Hamad_hassan20
 
#الوزير_الآدمي
#كورونا_لبنان","['#كورونا_لبنان', '#الوزير_الآدمي']","They criticized you for playing ping pong while you were aware of how to live with prevention, but they did not see you and uncle working and watching for everyone's safety
Build my area and raise my head wim
@ Hamadhassan
 
#Human_family
# Corona_Lebanon",راسية,33.8486,35.8903,41000,زحلة,Zahle,4,البقاع,Bekaa
@bawabaanews,2020-09-19,"وزارة #الصحة اللبنانية: تسجيل 18 وفاة و750 إصابة جديدة بـ #فيروس_كورونا 

#كورونا_لبنان #لبنان #كورونا #كوفيد_19 #بوابة_الأخبار","['#فيروس_كورونا', '#كورونا', '#لبنان', '#كوفيد_19', '#كورونا_لبنان', '#الصحة', '#بوابة_الأخبار']","The Lebanese Ministry of Health: 18 deaths and 750 new cases of Coronavirus were recorded

#Corona_Lebanon #Lebanon #Corona #Covid_19 #NewsGate",كسارة,33.8122,35.5861,54000,عاليه,Aley,5,جبل لبنان,Mount Lebanon
UserX,2020-09-18,"23 حالة كورونا جديدة في هذا القضاء 
#كورونا 
#لبنان 
#lebanon24","['#كورونا', '#lebanon24', '#لبنان']","23 new Corona cases in this district
Corona
#Lebanon
# lebanon24",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@ch23news,2020-09-18,"طبيب لبناني بارزٌ عن ""كورونا لبنان "": أمامنا أوقات صعبة!",[],"A prominent Lebanese doctor on ""Corona Lebanon"": We have difficult times!",البنا,34.4719,36.1836,11000,عكّار,Akkar,1,عكار,Akkar
@pdaccache,2020-09-18,"Search for LEB2DAY in playstore

#coronavirus  #COVID__19 #كورونا #لبنان #لبنان_منكوب #لبنان_الى_اين #خليك_بالبيت
 #كورونا_المستجد","['#لبنان_منكوب', '#لبنان_الى_اين', '#كورونا', '#لبنان', '#coronavirus', '#كورونا_المستجد', '#خليك_بالبيت', '#COVID__19']","Search for LEB2DAY in playstore

#coronavirus # COVID__19 # Coronavirus #Lebanon #Lebanon Affected #Lebanon_Where #StayHome
 #Corona_the new",كور,34.2356,35.7367,74000,البترون,El Batroun,7,الشمال,North
@nicfrakesjourno,2020-09-18,"A major spike in #COVID__19 cases and deaths today in #Lebanon with 750 new cases and 18 deaths. This is the highest daily increase in deaths since the virus reached the country. The total is now 27,518 with 281 deaths. #CoronaVirusUpdate #كورونا #كورونا_لبنان","['#Lebanon', '#كورونا', '#كورونا_لبنان', '#CoronaVirusUpdate', '#COVID__19']","A major spike in #COVID__19 cases and deaths today in #Lebanon with 750 new cases and 18 deaths. This is the highest daily increase in deaths since the virus reached the country. The total is now 27,518 with 281 deaths. #CoronaVirusUpdate #كورونا #كورونا_لبنان",دعل,34.2372,35.7987,74000,البترون,El Batroun,7,الشمال,North
UserX,2020-09-17,"إقفال قلم نفوس صيدا ومصلحة المالية بسبب كورونا... اليكم التفاصيل
https://bit.ly/32CqSxs
#كورونا #كورونا_لبنان
#LBCI #LBCINews #LBCILebanon","['#كورونا', '#LBCI', '#LBCINews', '#كورونا_لبنان', '#LBCILebanon']","The closure of the Saida Registry and the Financial Interest due to Corona ... Here are the details
https://bit.ly/32CqSxs
# Corona # Corona_Lebanon
#LBCI #LBCINews #LBCILebanon",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@AlMoukawel,2020-09-17,"أعلنت وزارة الصحة تسجيل 685 اصابة جديدة ب #كورونا في الساعات الـ24 الماضية، ما رفع العدد الاجمالي للاصابات الى 26768. كما تم تسجيل 4 حالات وفاة جديدة بالفيروس.

#كورونا_لبنان
@mophleb","['#كورونا', '#كورونا_لبنان']","The Ministry of Health announced the registration of 685 new cases of Corona in the past 24 hours, which brought the total number of infections to 26,768. 4 new deaths from the virus were also recorded.

# Corona_Lebanon
@mophleep",حالات,34.0828,35.6541,56000,جبيل,Jbeil,5,جبل لبنان,Mount Lebanon
@Annahar,2020-09-17,"""في ناس إذا ما اشتغلت يومياً ما بتاكل""، و""بالحرب ما انشلّ هيك البلد"". 
https://annahar.com/arabic/section/77-%D9%85%D8%AC%D8%AA%D9%85%D8%B9/16092020085143669… #زمن_كورونا 
@nadaaboufarhat
 @BadihAbouChakra
 @abdallah_fatima
 @Farah_Chaya
 #كورونا #كورونا_لبنان","['#كورونا', '#كورونا_لبنان', '#زمن_كورونا']","“In people, if you work daily, you will not eat,” and “With war, this country is not upended.”
https://annahar.com/arabic/section/77-%D9%85%D8%AC%D8%AA%D9%85%D8%B9/16092020085143669… # Time_Corona
@lucky_game
 @Anime_Games
 @AllahDavid
 @Shawn_Fox
 Corona # Corona_Lebanon",نا,33.9083,35.8778,41000,زحلة,Zahle,4,البقاع,Bekaa
UserX,2020-09-16,"نتائج فحوص رحلات إضافية وصلت إلى بيروت: 5 حالات ايجابية
https://bit.ly/2ZJqOKu
#كورونا #كورونا_لبنان
#LBCI #LBCINews #LBCILebanon","['#كورونا', '#LBCI', '#LBCINews', '#كورونا_لبنان', '#LBCILebanon']","Additional flight test results that arrived in Beirut: 5 positive cases
https://bit.ly/2ZJqOKu
Corona # Corona_Lebanon
#LBCI #LBCINews #LBCILebanon",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@pdaccache,2020-09-16,"Search for LEB2DAY in playstore

#coronavirus #كورونا #كورونا_لبنان #لبنان #لبنان_منكوب #لبنان_الى_اين #لبنان_ينهار #خليك_في_البيت","['#لبنان_منكوب', '#لبنان_الى_اين', '#لبنان_ينهار', '#كورونا', '#لبنان', '#coronavirus', '#كورونا_لبنان', '#خليك_في_البيت']","Search for LEB2DAY in playstore

#Coronavirus # Coronavirus #CoronavirusLebanon #Lebanon #Lebanon Affected #Lebanon_Where #Lebanon Collapses # Stay_Home",كور,34.2356,35.7367,74000,البترون,El Batroun,7,الشمال,North
@darineelhelwe,2020-09-16,الشاويش حسين حرب يضرب من جديد.. #سجن_رومية ونزلاؤه اسرى #كورونا_لبنان واهمال الدولة.. اعتقد ان الأمور متجهة نحو الاسوأ.. الفيديو وصلني من داخل السجن قبل قليل,"['#سجن_رومية', '#كورونا_لبنان']",Shawish Hussein Harb strikes again .. # Roumieh prison and its inmates are prisoners # Corona_Lebanon and the neglect of the state .. I think that things are heading for the worse .. The video I received from inside the prison a little while ago,الشاوي,34.1631,35.8817,74000,البترون,El Batroun,7,الشمال,North
UserX,2020-09-15,"https://vm.tiktok.com/ZSae14HQ
نكتة لا تفوتا 
#لبنان_ينتفض #لبنان_بدو_نفض #لبنان_ينهار #لبنان_الى_اين #كورونا_الاردن #كورونا_لبنان #انفجار_الزرقاء #انفجار_بيروت #تلفزيون_الجديد #mtv #lbci","['#كورونا_الاردن', '#لبنان_الى_اين', '#لبنان_ينهار', '#mtv', '#lbci', '#انفجار_الزرقاء', '#لبنان_بدو_نفض', '#لبنان_ينتفض', '#كورونا_لبنان', '#انفجار_بيروت', '#تلفزيون_الجديد']","https://vm.tiktok.com/ZSae14HQ
Never miss a joke
# Lebanon_flash # Lebanon_Bawd_Daft #Lebanon_Flashing #Lebanon_Where # Corona_Jordan # Corona_Lebanon #Blue_Explosion #Beirut Explosion #New_TV #mtv #lbci",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@BasSou2al,2020-09-15,"Do you think that corona virus is man made? هل تعتقد بأن الكورونا هو صنع الأنسان؟
#Covid_19 #coronavirus #Epidemic #كورونا #كورونا_يجتاح_رومية #كورونا_المستجد #كورونا_لبنان","['#Covid_19', '#كورونا_يجتاح_رومية', '#كورونا', '#Epidemic', '#coronavirus', '#كورونا_لبنان', '#كورونا_المستجد']","Do you think that corona virus is man made? Do you think that Corona is made by humans?
# Covid_19 #coronavirus #Epidemic # Corona # Corona_warming_Romia #New Corona_Lebanon",معاد,34.195,35.6811,56000,جبيل,Jbeil,5,جبل لبنان,Mount Lebanon
@LFofficialpage,2020-09-15,"14 اصابة جديدة في #عكّار
https://bit.ly/3mpAdAQ
#كورونا #لبنان","['#عك', '#كورونا', '#لبنان']","14 new casualties in Akkar
https://bit.ly/3mpAdAQ
# Corona # Lebanon",الجارية,33.4715,35.3494,81000,صيدا,Saida,8,الجنوب,South
@zahledarsalem,2020-09-15,pooling… هل أرقام إصابات كورونا لبنان دقيقة؟,[],pooling… Are Lebanon's Corona infection numbers accurate?,يات,33.8606,35.5656,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
UserX,2020-09-14,"بلدية نهر ابراهيم: إصابة جديدة في البلدة
#كورونا_لبنان",['#كورونا_لبنان'],"Nahr Ibrahim municipality: A new infection occurred in the town
# Corona_Lebanon",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
@uunionnews,2020-09-14,"#عاجل 
الصحة اللبنانية: 547 إصابة جديدة و5 وفيات بوباء كورونا
#لبنان #يونيوز","['#لبنان', '#يونيوز', '#عاجل']","#Urgent
Lebanese Health: 547 new infections and 5 deaths from the Corona epidemic
# Lebanon # June",يات,33.8606,35.5656,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
@ChangSara,2020-09-14,"Dashboard updated for 13 September #كورونا_لبنان #Lebanon #COVID19 / 620,663 total tests; 24,310 total cases; 641 new cases today; 15,735 active cases; 113 currently in ICU; 8,334 total recoveries; 241 total deaths.

For more details: http://tiny.cc/covidlebanon","['#COVID19', '#Lebanon', '#كورونا_لبنان']","Dashboard updated for 13 September #كورونا_لبنان #Lebanon #COVID19 / 620,663 total tests; 24,310 total cases; 641 new cases today; 15,735 active cases; 113 currently in ICU; 8,334 total recoveries; 241 total deaths.

For more details: http://tiny.cc/covidlebanon",بيروت,33.8719,35.5097,31000,بيروت,Beirut,3,بيروت,Beirut
