username,time,text,tags,locations
IDC,Aug 11,"Thank you to U.S. military for their generosity towards Lebanon. The much needed medical supplies come at a time when many hospitals are treating the thousands of injuries of the explosion and the COVID-19 patients. 

God bless! #Lebanon",['#Lebanon'],
Rep. Haley Stevens,Aug 11,Our Oakland University students are so incredible. Thank you Majd Faraj for taking it upon yourself to raise these critical funds for medical supplies in Lebanon.,[],
Tita 𖧵,Aug 11,"Replying to 
@mypridetxt",[],
T.C. Millî Savunma Bakanlığı,Aug 11,"The Turkish Atmed Forces A400M aircraft which will deliver medical supplies and equipment along with personnel from 
@AFADBaskanlik
 to Lebanon took off from Ankara Etimesgut Airbase.",[],
DeplorableSpiritof76,Aug 11,"#BeirutBlast

Are Israelis #psychotic?? #Lebanon keeps mum to Israeli offer of #medical #hospital aid.

Well #Israel - what did you expect?? Why must you always help your enemy, who then turns around and kills Israeli citizens in constant #warfare?","['#warfare', '#Israel', '#medical', '#hospital', '#psychotic', '#BeirutBlast', '#Lebanon']",
,,,[],
,Aug 11,"My heart goes out to the Labanon ppl. Trump and 
@SecPompeo
 said the US pledged more than $17 million in initial disaster aid for Lebanon which includes food assistance and medical supplies.
@tedcruz
 said HELL NO and others to Unemployed Americans $600.",[],
Air Mobility Command,Aug 11,"Incredible work by #MobilityAirmen from the 86th Airlift Wing and 721st Aerial Support Squadron! They have partnered with 
@USAID
 to transport medical supplies that will support up to 60,000 people for three months, including COVID-19 patients, in #Lebanon","['#MobilityAirmen', '#Lebanon']",
Sakibul Hoque,Aug 11,"Bangladesh has sent emergency aids to #Lebanon.

10 tons of food and medical supply has been reached #Beirut yesterday as a token of friendship. 
#BeirutExplosion #Bangladesh","['#Bangladesh', '#BeirutExplosion', '#Lebanon', '#Beirut']",
Fred Bteich,Aug 11,"- A record number of cases per day.
- A record number of deaths per day.
- A lot of critically-ill patients.
- Cases creeping up among the medical staff.

Can’t get worse than this Lebanon.
Can’t get worse.
The health apocalypse is near.",[],
Alana,Aug 11,"This tweet is stupid. Petitions are useless for Lebanon. If you really care, donate to Lebanese Red Cross, United Nations Food Programs international medical corps, Humanity and Inclusion... just to name a few.",[],
James Cleverly,Aug 11,"Grateful for the work of #UKaid backed 
@UKEMT
 medics in #Beirut. The team is working round the clock to assess health needs after this tragedy.
 
We stand by #Lebanon and its people and will continue our humanitarian, logistical and medical support.","['#UKaid', '#Lebanon', '#Beirut']",
Rotary Club of Dubai,Aug 11,"We are proud of our #Rotaractors & #Rotarians packing and loading at the Red Crescent donated medical supplies, clothes, food and divers material  for #Lebanon everyday for the next 10 days. 

#rotaract #rotaryClub #RotaryInternational #ServiceAboveSelf #RotaryDubai","['#Rotaractors', '#Rotarians', '#ServiceAboveSelf', '#RotaryDubai', '#rotaract', '#Lebanon', '#RotaryInternational', '#rotaryClub']",
Beeej,Aug 11,"The EU has been helping Lebanon since immediately after the explosion, mobilising hundreds of search & rescue experts & sending medical aid to Beirut. 
@EU_Commission
 has pledged €63 million to help address the needs of those affected by #Beirutexplosion.",['#Beirutexplosion'],
AB NEWS,Aug 11,"Bangladesh has decided to send food and medical team along with medical supplies to #Lebanon

From that explosion 100 Bangladesh people were injured
#helpLebanon
#Lebanon 
#PrayForLebanon","['#PrayForLebanon', '#Lebanon', '#helpLebanon']",
Ruptly,Aug 11,"CCTV footage shows the moment the blast hit #Beirut's LAU Medical Center-Rizk Hospital on August 4, with doors flying off hinges and window frames being blown apart.

#BeirutBlasts
#Lebanon","['#BeirutBlasts', '#Lebanon', '#Beirut']",
Alex von Witzleben,Aug 11,"The EU has been helping Lebanon since immediately after the explosion, mobilising hundreds of search & rescue experts & sending medical aid to Beirut. 
@EU_Commission
 has pledged €63 million to help address the needs of those affected by #Beirutexplosion.",['#Beirutexplosion'],
Gibetta Sei,Aug 11,"The EU has been helping Lebanon since immediately after the explosion, mobilising hundreds of search & rescue experts & sending medical aid to Beirut. 
@EU_Commission
 has pledged €63 million to help address the needs of those affected by #Beirutexplosion.",['#Beirutexplosion'],
Jo-Ann,Aug 11,"Israel Offers Medical Help to Lebanon, Lebanon Remains Silent",[],
The Ajnad Media Wing,Aug 11,"#Lebanon 
U.S. military gave Lebanon $2 million in emergency aid. Five cargo planes have delivered medical supplies: U.S. embassy #Beirut","['#Lebanon', '#Beirut']",
"Joseph Sleiman, MD",Aug 11,"8/4/20, My father calls me to inform me that my hospital/medical school, 
@saintgeorgehosp
, is totally destroyed. To say that I was shocked is an understatement. 

In the past week, Lebanon has witnessed yet again an effort to be positive and rise from the ashes. #Resilience #Hurt","['#Hurt', '#Resilience']",
USAID's Bureau for Humanitarian Assistance,Aug 11,"WHEELS UP 
. This 
@DeptofDefense
 C-130 is transporting 
@USAID
 emergency medical kits to #Lebanon. The supplies onboard incl:
 bandages
 syringes
 thermometers
 medicine
& more, and will help hospitals responding to #Beirut explosions support up to 60K people for 3 months","['#Lebanon', '#Beirut']",
Philippe Lazzarini,Aug 11,"So many stories of solidarity coming out of #Lebanon in the aftermath of the catastrophic #BeirutExplosion

Tha'er, Head of the AMAN Medical Association in Burj Al Barajneh #PalestineRefugee camp, was one of those who rushed to help ","['#PalestineRefugee', '#BeirutExplosion', '#Lebanon']",
Slovak Embassy US,Aug 11,"6 tonnes of #HumanitarianAid containing food and medical supplies touching down in #Beirut. Happy to contribute to the international assistance for #Lebanon in this extremely challenging times. 
@SlovakAid
 @SlovakiaMFA
 @IBrockova
 @ClovekvOhrozeni","['#HumanitarianAid', '#Lebanon', '#Beirut']",
Ben Hagard,Aug 11,"The EU has been helping Lebanon since immediately after the explosion, mobilising hundreds of search & rescue experts & sending medical aid to Beirut. 
@EU_Commission
 has pledged €63 million to help address the needs of those affected by #Beirutexplosion.",['#Beirutexplosion'],
Todd Corillo,Aug 11,"The 
@DeptofDefense
 has already sent three C-17s full of food, water, and medical supplies through 
@CENTCOM
 to #Lebanon after the deadly explosion in #Beirut. More aid planned in coordination with 
@USAID
. https://tinyurl.com/y2npqvkh 
@WTKR3","['#Lebanon', '#Beirut']",
Massah D,Aug 11,"Israel Offers Medical Help to Lebanon, Lebanon Remains Silent",[],
International Medical Corps UK,Aug 11,"We've deployed mobile medical units to provide healthcare and more to neighbourhoods affected by the #Beirut blast. Here, Dr Diala treats a patient in the Karm El Zaytoun neighbourhood.

Learn more about our #Lebanon response 
https://bit.ly/IMChelpBeirut","['#Lebanon', '#Beirut']",
Robert Spencer روبرت سبنسر रॉबर्ट स्पेंसर,Aug 11,"Israel Offers Medical Help to Lebanon, Lebanon Remains Silent",[],
Palestine Journal,Aug 11,"Kuwait delivers medical devices to Lebanon’s hospitals
http://paljournal.net/story-z19213776",[],
Lucas Tomlinson,Aug 11,U.S. military gave Lebanon $2 million in emergency aid. Five cargo planes have now delivered medical supplies: U.S. embassy Beirut,[],
CMA CGM Group,Aug 11,#Beirut The CMA CGM Group launches « A Humanitarian ship for Lebanon » campaign to ship medical equipment and essential goods and products > https://cmacgm-group.com/en/news-medias/The-CMA-CGM-Group-launches-the-A-boat-for-Lebanon-campaign-to-ship-emergency-humanitarian-aid…,['#Beirut'],
U.S. Embassy Beirut,Aug 11,"The U.S. military has already assisted Lebanon with almost $2 million in emergency aid. Five C-17 aircraft have arrived and they included emergency medical supplies for AUBMC. Our number one mission is to help the Lebanese.
#InThisTogether
@CENTCOM
 @USSOCCENT",['#InThisTogether'],
USAFE-AFAFRICA,Aug 11,"@RamsteinAirBase
 #Airmen transported emergency medical kits to #Beirut, Lebanon, that will support up to 60,000 people for 3 months to treat victims of the recent explosion & #COVID19 patients. #StrongerTogether #ExcellenceInAllWeDo 
@usairforce
 | 
@US_EUCOM
 | 
@USArmyEurope","['#StrongerTogether', '#ExcellenceInAllWeDo', '#Airmen', '#COVID19', '#Beirut']",
Sophie Quintin,Aug 11,"Navies are flexible tools for humanitarian missions. Multi-purpose vessel by excellence 
 LHD  #Tonnerre is bound for #Beirut with medical supplies and personnel. Bons vents
#MaritimeSecurity
@MarineNationale
#SeaPower
#Lebanon
@navalnewscom","['#SeaPower', '#MaritimeSecurity', '#Lebanon', '#Tonnerre', '#Beirut']",
Ramstein Air Base,Aug 11,"This morning, Team Ramstein partnered with 
@USAID
 to transport vital medical supplies to #Lebanon to aid hospitals in helping victims of the August 4th explosion and COVID-19. #TeamRamstein #InThisTogether","['#TeamRamstein', '#InThisTogether', '#Lebanon']",
Sanya Negi,Aug 11,"5) Donate to the International Medical Corps which  is deploying medical units.

Every ally that Lebanon can get right now is important. Every donation is important.",[],
USAIDTreyHicks,Aug 11,".
@USAID
 emergency medical kits are on their way to #Lebanon. Thank you to 
@DeptofDefense
 for supporting our work getting this critical aid to our partners 
@lebamuniv
 & 
@AUB_Lebanon
, whose hospitals are treating victims of the explosions as well as #COVID19 patients.","['#COVID19', '#Lebanon']",
Marian Majer,Aug 11,"Slovakia 
 sends humanitarian aid (medical and food supplies) to #Lebanon
. In this way, we want to assist 
 in connection with the massive #Beirut explosion.","['#Lebanon', '#Beirut']",
US Army Europe,Aug 11,"Yesterday, 
 military assisted 
@USAID
 w/ the transport of emergency medical kits bound for #Lebanon! 
.
@21stTSC
 elements coordinated the movement from 
 to 
@RamsteinAirBase
, 
 !

#StrongEurope #StrongerTogether 
@AmericanU
 @HQUSAFEAFAF
 @US_EUCOM
 @usembassybeirut
 @USArmy","['#StrongerTogether', '#Lebanon', '#StrongEurope']",
CSM Rob Abernethy,Aug 11,"Good job to 
@21stTSC
, 86th Logistics Readiness Squadron, 721st Aerial Port Squadron, and 
@1st
 Air and Space Communications Operations Squadron for helping 
@USAID
 moving medical supplies to 
Lebanon. 
@USArmyEurope
 @USArmy
 @usairforce
 #StrongEurope #Power4Peace #BeirutBlast","['#Power4Peace', '#BeirutBlast', '#StrongEurope']",
Gregory Galligan,Aug 11,"Met today with 
@redcrosscanada
 in #Lebanon to discuss the immediate humanitarian response and future needs. It's good to learn how Canada's contributions over the years, including funding for mobile medical units, have contributed to Lebanon's emergency response. #BeirutExplosion","['#BeirutExplosion', '#Lebanon']",
salaamedia,Aug 11,"(Advertisement) Lebanon Appeal
 
@AidAshraful
 teams are on the ground assisting with emergency medical and food supplies.

Ashraful Aid 
FNB
Account:  628 176 787 77
Zakaat Acc: 628 176 903 41
Reference: Your Name - Lebanon
Branch: 250655
Visit:http://ashrafulaid.org",[],
AksaiHind,Aug 11,"India should share the grief with Lebanon by sending Emergency medical assistance of Tents, Doctors, Nurses and Medicines, Equipment for operation and treatment.",[],
MSF Ireland,Aug 11,"MSF teams in #Lebanon have set-up a medical point in #Mar Mikhael, one of the most affected #neighborhoods in #Beirut","['#neighborhoods', '#Mar', '#Lebanon', '#Beirut']",
ᴅʀ ʜ.ᴀ. #WearAMask ʜᴇʟʟʏᴇʀ,Aug 11,"I was on the radio last night with David Wightwick of 
@UKMed_NGO
 - and just wanted to express gratitude and support for the medical efforts they're involved in Lebanon. Bravo.",[],
JUNE MEDICAL,Aug 11,The people of Lebanon need your support. Join us by donating to @MedicalAiPal to ensure medical aid reaches those that need it. #Lebanon #Beirut #PrayForLebanon,"['#PrayForLebanon', '#Lebanon', '#Beirut']",
España en Líbano,Aug 11,"Spain 
 is sending emergency aid, food, medical supplies & a shelter team to Lebanon 
. 

Spanish Air Force 
@EjercitoAire
#A400M full loaded with humanitarian aid takes off destination #Lebanon.","['#A400M', '#Lebanon']",
España en la OTAN,Aug 11,"A 
 Air Force 
@EjercitoAire
#A400M full loaded with humanitarian aid (
@AECID_es
) takes off destination #Lebanon.
 is sending to 
 emergency aid, food, medical supplies & a shelter team.

#WeAreNATO 
 @Defensagob","['#WeAreNATO', '#A400M', '#Lebanon']",
The Wounded Healer,Aug 11,"Thought I'd share this story again

I was forced to interrupt med school after the 2006 Lebanon War

I worked as a security guard in a hotel

I was having breakfast with colleagues & was asked if I speak English

I said I was a medical student

He almost choked on his porridge...",[],
The National,Aug 11,"In 
@NationalComment
: #Lebanon is now at a crossroads

“#Beirut requires more than monetary assistance. The city needs medical aid, temporary shelters, engineering expertise and building equipment.” 

Read more from National Editorial","['#Lebanon', '#Beirut']",
Badal Kariye,Aug 11,"What is wrong with #Facebook? I do not #donate money so why is 
@Facebook
 telling me 2 donate money when the company messed up with our #media platforms illegally accessing our accounts? Stop telling me your #Facebook matching donations 2 the International Medical Corps 4 #Lebanon","['#media', '#donate', '#Facebook', '#Lebanon']",
5,Aug 11,"Replying to 
@kshahrooz
 @AlinejadMasih
 and 
@denijeg",[],
Paul Mychalewicz,Aug 11,"Romania sends eight tonnes of medical supplies to Lebanon https://romania-insider.com/ro-supplies-lebanon-aug-2020?utm_source=Romania… Insider Newsletters Database via 
@Romania
 Insider #Romania #Lebanon #Supply","['#Supply', '#Romania', '#Lebanon']",
Wojciech Cegielski,Aug 11,"#BeirutBlast UPDATE:

Światowa Organizacja Zdrowia wysyła kolejną pomoc dla zrujnowanych szpitali w Libanie. To przede wszystkim sprzęt ochronny dla lekarzy przed koronawirusem.

#WHO is sending PPE for medical workers in #Lebanon. 
@PR24_pl","['#WHO', '#BeirutBlast', '#Lebanon']",
Sahara Question,Aug 11,"According to Algerian Media.. The Algerian medical staffs sent to #Lebanon is quarantined because one of its members is #Covid_19 positive hhhhh
#Algeria #Beirut","['#Beirut', '#Algeria', '#Lebanon', '#Covid_19']",
Gabriela Ionascu,Aug 11,Kazakhstani military medical team arrived in Lebanon,[],
KatBalou,Aug 11,"Replying to 
@SendPie2Senpai
 @Pookie1106
 and 2 others",[],
Max Walden,Aug 11,"How do people know the money will reach the International Medical Corps in Lebanon 
@Facebook
? I once ran a fundraiser for 
@LifelineAust
 and never received any confirmation that they had received the funds, despite following up about it with Facebook.",[],
Incitement,Aug 11,"#repost from imaret_my

#Lebanon is a nation that was already suffering through economic and political challenges as well as being on the verge of a hunger crisis. Medical institutions in Lebanon are also suffering… https://instagram.com/p/CDvFFoRDeDw/?igshid=cv1roxx8892…","['#Lebanon', '#repost']",
Ma'amSyj,Aug 11,Lebanon’s officials don’t resort to medical certificates and wheelchairs . #respect,['#respect'],
INARA,Aug 11,"The massive explosion in #Beirut adds to an already terrible crisis for Syrian refugee families in Lebanon.
#Coronavirus has left hospitals overwhelmed and medical staff exhausted.
Help #INARA to scale up it's response for Syrian children by donating now. http://bit.ly/2z1Kf6y","['#INARA', '#Coronavirus', '#Beirut']",
International Medical Corps,Aug 11,"Our team on the ground in #Lebanon 
 is responding to the immediate healthcare needs caused by the #Beirut explosion by providing medical supplies and support.

Learn more ","['#Lebanon', '#Beirut']",
Caribbean disaster,Aug 11,"“Turkey is ready to send more medical assistance and food aid to help Lebanon during its time...” https://middleeastmonitor.com/20200810-turkey-lebanon-can-use-our-port-we-are-ready-to-send-more-aid/… via 
@middleeastmnt",[],
Egypt Independent,Aug 11,#AMAY | Egypt dispatches third medical aid shipment to Lebanon,['#AMAY'],
Algeria to the UN,Aug 11,"Ambassador, Mimouni highlighted that #Algeria established an air and sea bridge involving 4flights & a maritime link, In order to quickly transport personnel as well as medical equipment, medicines and 200 tons of livelihoods and foodstuff to the brotherly people of #Lebanon.","['#Lebanon', '#Algeria']",
Rachel,Aug 11,"First day of zoom medical school in the books! Road here as a Lebanese international student has been challenging, but I’m so excited and grateful to start this journey of learning and growth #medtwitter #lebanon","['#medtwitter', '#lebanon']",
kristyan benedict,Aug 11,"UN #Beirut update:

On 9 August, 294 new COVID-19 cases were recorded, a new record for Lebanon. 

At least 15 medical facilities, including three major hospitals, sustained partial or heavy structural damage.",['#Beirut'],
Sara Shariati,Aug 11,"At least five physicians died from #COVID19InIran in less than 24 hours, from Saturday morning to Sunday morning local time. This is unacceptable. Nurses and physicians are not getting sufficient PPE while the government is busy shipping food and medical supplies to Lebanon.",['#COVID19InIran'],
Stigmabase | UN,Aug 11,"Fighting Stigma :  India immediately sending more relief, humanitarian material to explosion-hit Lebanon: Tirumurti said India just recently sent Lebanon essential medical items to combat COVID-19. “We are immediately sending more relief and ... http://dlvr.it/RdNpW4",[],
CODEPINK,Aug 11,"Can we talk about the spirit of solidarity that struggling countries like Iran are showing Lebanon as they recover from the massive explosion?

Iran is not only planning to send medical & humanitarian aid, but has already opened a field hospital in Beirut.",[],
Dr. Ghassan A.Bou Diab,Aug 11,"@sheikhhasina
 on behalf of the people of Lebanon we would like to thank the government of the people Republic of Bangladesh for the 9 tons of humanitarian and medical assistance that you sent to #Lebanon 
Thank you #Bangladesh","['#Bangladesh', '#Lebanon']",
شبكة قطر قروب ™,Aug 11,"A shipment of medical equipment for the two field hospitals provided by State of Qatar to Lebanon arrived at Rafic Hariri International Airport on board an Amiri Air Force aircraft as part of the air bridge established by Qatar in the wake of Beirut Port explosion
#qatar_group",['#qatar_group'],
Qatar News Agency,Aug 11,"A shipment of medical equipment for the two field hospitals provided by State of Qatar to Lebanon arrived at Rafic Hariri International Airport, on board an Amiri Air Force aircraft, as part of the air bridge established by Qatar in the wake of Beirut Port explosion. #QNA",['#QNA'],
Iowa National Guard,Aug 11,"Soldiers currently deployed with Iowa's 1-133rd Infantry Regiment helped provide more than 28,800 military field rations, 11,520 bottles of water and two pallets of medical supplies for the people of Lebanon. ",[],
IranNewsUpdate,Aug 10,"As many citizens daily fall victim to #coronavirus in #Iran, the regime generously sent thousands of medical kits & ventilators to Lebanese #Hezbollah.
The people of #Iran & #Lebanon unified say #HezbollahMustGo! #MullahsMustGo
#FreeIran2020 
Link
https://irannewsupdate.com/news/general/7064-again-shocking-news-from-iran-the-irgc-sent-15-ventilators-and-5-000-medical-kits-to-lebanon-s-hezbollah.html…","['#Hezbollah', '#Iran', '#coronavirus', '#MullahsMustGo', '#Lebanon', '#FreeIran2020', '#HezbollahMustGo']",
SANADHospiceLebanon,Aug 10,"10 years of devotion to Lebanon through providing free of charge medical, nursing, psychological and social care to its terminally ill patients and their families. Now more than ever our sustainability depends on your support. 
Donation page: http://sanadhospice.org/support-us/
#Beirut",['#Beirut'],
$,Aug 10,"International Medical Cors is deploying medical units as well as mental heath care to those affected in Lebanon. 

https://give.internationalmedicalcorps.org/page/65328/donate/1?locale=en-US…",[],
Ambassador Bogyay,Aug 10,"I joined 
@UNOCHA
 @UNReliefChief
 @antonioguterres
 discussion today.The preservation of Lebanon’s stability is of utmost importance for the stability of both the region&Europe. HU gov. sent 1 mill Euros & medical team w/ 400 kg medical equipments to help Lebanese people .",[],
Al moussaoui Ibrahim,Aug 10,"A shipment of medical equipment for the field hospitals donated by #Qatar to #Lebanon arrived at the #Airport today, 8/10/2020, via  #amiri #airforces within the air bridge established by the State of #Qatar in order to support #Lebanon after the #BeirutExplosion","['#amiri', '#Qatar', '#airforces', '#Airport', '#Lebanon', '#BeirutExplosion']",
Hacenn,Aug 10,#Israel is the most evil regime in the entire world. It has made Gaza the biggest prison in the wolrd where no one is allowed to leave even for medical treatment. Yet Israel offers medical/humanitarian aid to Lebanon. Damn wicked #Beirut #Gaza #FreePalestine,"['#Israel', '#Gaza', '#FreePalestine', '#Beirut']",
NorwayUN,Aug 10,"HAPPENING NOW: 40 tonnes of medical supplies arriving in #Beirut from #Norway. Our total support to the people of #Lebanon after the #BeirutExplosion now stands at approx. USD 7.7 mill channeled through the 
@UN
 & #humanitarian partners.
@NorwayMFA
 @mona_juul
 @UN_Lebanon","['#BeirutExplosion', '#Norway', '#Lebanon', '#humanitarian', '#Beirut']",
Mike Richard Pompeo,Aug 10,"Wishing safe travels for JBarsaUSAID who will travel to Beirut, Lebanon. The U.S. has already pledged $17M in life-saving medical and food assistance to help the Lebanese people during this time. We stand with the people of Lebanon as they recover from this tragedy",[],
Himanshu,Aug 10,"Dear 
@IndiaInLebanon
 ! You are tweeting/retweeting everything else but any effort of Indian govt to help people of Lebanon ? Why so ? At least retweet Sh. PR UN Tirumurti
@ambtstirumurti
 msg on medical, relief & humanitarian material. 
@DrSJaishankar
 @MEA",[],
Islamic Relief USA,Aug 10,"FAQ: How are our donations being used?

Answer: Funds are doing towards food supplies, medical aid, hygiene kits, and other efforts to meet the immediate needs of those impacted by the blasts in #Lebanon.",['#Lebanon'],
GHAZI_8,Aug 10,"#Beirut blast: Bangladesh to send food and medical aid 
Fatal Tuesday explosion at Beirut port killed more than 135 people, including 4 Bangladeshi nationals

#Bangladesh #lebanon ","['#Bangladesh', '#lebanon', '#Beirut']",
Jan Astra,Aug 10,"I expressed India’s solidarity with #Lebanon in the UNOCHA meeting today. India sent essential medicine for #COVID and is now rushing more medical, relief & humanitarian material: TS Tirumurti, Permanent Representative of India to UN
(file pic)","['#Lebanon', '#COVID']",
PrensaLatinaNews,Aug 10,"Brazil to send health aid and food to Lebanon

(Prensa Latina) The Brazilian Government will send on Wednesday a Brazilian Air Force plane with 5.5 tons of medicines, supplies, medical-hospital equipment and food to Lebanon

https://bit.ly/3fInK6D",[],
Rohan Talbot,Aug 10,"Thank you so much 
@TobiasMenzies
 for sharing 
@MedicalAidPal
's #Beirut emergency appeal. 
Our team in Lebanon are proudly working with the Palestinian Red Crescent Society, providing essential medical supplies in response to the many injuries. ",['#Beirut'],
UK in Lebanon,Aug 10,"""What happened here at port of #Beirut was an unspeakable tragedy."" 

We stand by Lebanon 
 and its people here, and will continue humanitarian, logistical, medical support.
 Ambassador 
@crampling
 from port of Beirut today as 
@HMSEnterprise
 docks 

#Kulluna_Ma3kom #كلنا_معكم","['#كلنا_معكم', '#Kulluna_Ma3kom', '#Beirut']",
FX16 News,Aug 10,"I expressed India’s solidarity with #Lebanon in the UNOCHA meeting today. India sent essential medicine for #COVID and is now rushing more medical, relief & humanitarian material: TS Tirumurti, Permanent Representative of India to UN","['#Lebanon', '#COVID']",
#Stay_Home #Stay_Safe,Aug 10,"I expressed India’s solidarity with #Lebanon in the UNOCHA meeting today. India sent essential medicine for #COVID and is now rushing more medical, relief & humanitarian material: TS Tirumurti, Permanent Representative of India to UN
(file pic)","['#Lebanon', '#COVID']",
scott miller berry,Aug 10,"<< Links to donate to charities / NGO's + first aid/trauma/medical/housing supports in Lebanon >>
#Lebanon",['#Lebanon'],
Pankaj Yadav,Aug 10,"India sending essential medicine for #COVID and other medical, relief & humanitarian material to crisis-hit #Lebanon:- Mr. 
@TSTirumurti
, Permanent Representative of India to U.N.
@IndiaInLebanon","['#Lebanon', '#COVID']",
Barbie Snow,Aug 10,"Trump has so many plates spinning in the air to create #Chaos.. Mail Service, elections, Social Security, payroll tax holiday, Medicare, Police State. #Covid19 He is sending medical equipment to Lebanon, as if we didn't need it here. 
#chicago riots, #Kodakscam etc. etc. etc.","['#Covid19', '#Kodakscam', '#chicago', '#Chaos']",
﮼تركي،بن،علي،العويرضي,Aug 10,"Replying to 
@Turki_AlOwerde
 @qumranqu
 and 
@KSRelief_EN",[],
ZAHID ABBAS,Aug 10,"#BREAKING 
 : I expressed India’s solidarity with #Lebanon in the UNOCHA meeting today. #India sent essential medicine for #COVID and is now rushing more medical, relief & humanitarian material: TS Tirumurti, Permanent Representative of #India to #UN","['#India', '#COVID', '#Lebanon', '#BREAKING', '#UN']",
ANI,Aug 10,"I expressed India’s solidarity with #Lebanon in the UNOCHA meeting today. India sent essential medicine for #COVID and is now rushing more medical, relief & humanitarian material: TS Tirumurti, Permanent Representative of India to UN
(file pic)","['#Lebanon', '#COVID']",
Deepak Nikam,Aug 10,"Thread about
How countries helped Lebanon 

Britain - A five million pound ($6.6 million) aid package including search and rescue help and expert medical support

Cyprus - Two helicopters, 10 rescuers and eight rescue dogs",[],
@WhatsYourViews,Aug 10,"Please to see the help the UK have offered to Lebanon.
Respect the wishes of the Lebanese people&make sure Aid is distributed to the community itself. Help with food, water,tempory shelter & medical supplies.
@BorisJohnson
 
@DominicRaab
 
@RishiSunak
@annietrev
 
@EmmanuelMacron",[],
Qatar Tribune,Aug 10,"IN PICTURES
Qatari field hospitals get ready as medical equipment from Doha reaches #Beirut
READ: https://qatar-tribune.net/30KgfaZ

#LatestNews #Qatar #Doha #Beirut #Lebanon","['#Qatar', '#Doha', '#LatestNews', '#Lebanon', '#Beirut']",
Greg Wobbema,Aug 10,"Replying to 
@TheRickWilson",[],
AJ/,Aug 10,"#Lebanon needs our help.
Please RT, share these links, and donate if you are able.

Ways you can help: https://lebanoncrisis.carrd.co/#donate

Lebanon Red Cross: https://supportlrc.app/donate/

Foodblessed Food Boxes:
https://gofundme.com/f/prevent-suicides-due-to-poverty-and-unemployment…

Medical Releif to Lebanon
https://gofundme.com/f/medical-relief-to-lebanon…","['#donate', '#Lebanon']",
JBarsaUSAID,Aug 10,"UPDATE: 
@USAIDSavesLives
 is providing emergency medical kits to help local 
 address the critical medical needs of the victims of the Port of #Beirut explosion. 
@DeptofDefense
 will transport the kits, which can support up to 60,000 people for 3 months, to #Lebanon this week.","['#Lebanon', '#Beirut']",
GlobalActionPW,Aug 10,"At 
@UNOCHA
 briefing on the humanitarian situation in Lebanon, 
@LebanonUN
 notes that food assistance to Beirut is important now, but the greatest need is for medicine and medical supplies.   ""Remain with us"" throughout the journey to come.  ""We will rise again.""",[],
Madhuvanthi Srinivasan | مدهوونتی شرینیوسن,Aug 10,"In solidarity.

India sending in essential medicines for COVID-19 & is rushing more medical, relief & humanitarian assistance to Lebanon.
@IndiaInLebanon
 

cc: 
@timourazhari
, 
@joeyayoub
#Beirut #LebanonProtests #Lebanon
#بيروت #حسن_دياب #لبنان__ينتفض #لبنان_منكوب #لبنان","['#لبنان_منكوب', '#بيروت', '#حسن_دياب', '#لبنان__ينتفض', '#LebanonProtests', '#Lebanon', '#لبنان', '#Beirut']",
(رشدي الدحماني) Rochdi DAHMANI,Aug 10,"#Morocco 
 at the forefront of countries in support of #Lebanon 
 after the #Beyrouth explosions: 18 flights in 48 hours, with 295 tonnes of food products,31 tonnes of medical products, & logistics products & 1 military hospital (100 PERS)
Update: today 19 & tomorrow 20 planes","['#Beyrouth', '#Morocco', '#Lebanon']",
Sami Al-Subaihi,Aug 10,"RT MSF_Lebanon: #MSF teams in #Lebanon set-up a medical point in #Mar Mikhael, one of the most affected #neighborhoods in #Beirut, over the week-end.","['#neighborhoods', '#Mar', '#MSF', '#Lebanon', '#Beirut']",
International Medical Corps UK,Aug 10,"With your support, our #Lebanon team is supporting multiple neighbourhoods that were affected by the #Beirut explosion by:⁣⁣
⁣⁣
  Providing overwhelmed hospitals with critically needed medical supplies.⁣⁣ (1/3)","['#Lebanon', '#Beirut']",
Gym Rony,Aug 10,"#Beirut blast: Bangladesh to send food and medical aid 
Fatal Tuesday explosion at Beirut port killed more than 135 people, including 4 Bangladeshi nationals

#Bangladesh #lebanon","['#Bangladesh', '#lebanon', '#Beirut']",
PR UN Tirumurti,Aug 10,"Recalling my visit to Beirut last year and India’s close relations, including our peacekeepers in UNIFIL, I expressed India’s solidarity with Lebanon in UNOCHA meeting today. India sent essential medicine for COVID and is now rushing more medical, relief & humanitarian material.",[],
"Alice Rothchild, MD",Aug 10,"Please donate to help people in Lebanon affected by the #BeirutBlast. 

Jewish Voice for Peace 
@jvplive
 is organizing to raise funds for Medical Aid for Palestinians 
@medicalaidpal
 in Lebanon. Donate via Facebook:",['#BeirutBlast'],
International Medical Corps,Aug 10,"With your support, our #Lebanon team is supporting multiple neighborhoods that were affected by the #Beirut explosion by:⁣⁣
⁣⁣
  Providing overwhelmed hospitals with critically needed medical supplies.⁣⁣ (1/3)","['#Lebanon', '#Beirut']",
mira,Aug 10,"I’m so close in my efforts to raise $2k for Lebanon. Money is going directly to my cousin in Lebanon and her organization which directly aids with all types of supplies (food, medical, building). Please share and consider donating!!! Lebanon needs all the help it can get",[],
Barrywatterson,Aug 10,"Wishing safe travels for 
@JBarsaUSAID
 who will travel to Beirut, Lebanon. The U.S. has already pledged $17M in life-saving medical and food assistance to help the Lebanese people during this time. We stand with the people of Lebanon as they recover from this tragedy.",[],
