username,time,text,tags,locations
Samia Khaddaj,Aug 24,"السلطة خيفانة علينا من الكورونا..منيح
اخذوا قرار بإقفال التام للبلد..منيح
وزير التربية يعلن افتتاح المدارس ٢٨ ايلول..مش منيح 
صرخات انو راح يصير وضع الكورونا بلبنان مثل ايطاليا...مش منيح 
فينا نسكّر المطار يا مسؤولين؟ ممكن؟ او مش منيح؟
#كورونا #كورونا_لبنان #لبنان_منهوب","['#كورونا_لبنان', '#لبنان_منهوب', '#كورونا']",
RIM ( ريم),Aug 24,"للجادين فقط مطلوب شباب جريئين
 لمساعدة الجيش على تطبيق القانون 
غير هيك #الشعب_الرتش ما بيفهم
#كورونا_لبنان","['#كورونا_لبنان', '#الشعب_الرتش']",
sawtalfarah,Aug 24,"إصابات كورونا تتزايد في قضاء صور.. هذا عدد اليوم!
http://sawtalfarah.com/news/view/local_news/0/217058…
#كورونا #لبنان","['#لبنان', '#كورونا']",
Samer Olabi,Aug 24,"A patient was diagnosed with a second case of #Covid19 more than four months after the first, scientists in Hong Kong said.
#Corona #Covid_19 #COVID19 #كورونا #كورونا_لبنان #StayAtHome","['#Corona', '#Covid_19', '#كورونا_لبنان', '#كورونا', '#COVID19', '#StayAtHome', '#Covid19']",
جنوبية | Janoubia,Aug 24,"عدد الوفيات في لبنان جراء كورونا يتضاعف كل 23 يوما

#كورونا #كورونا_لبنان #وزارة_الصحة #جنوبية #janoubia","['#وزارة_الصحة', '#كورونا_لبنان', '#كورونا', '#janoubia', '#جنوبية']",
newsmt,Aug 24,"  كورونا في لبنان.. تسجيل 457 إصابة جديدة و3 وفيات

#لبنان 
#كورونا_لبنان 
#كورونا","['#كورونا_لبنان', '#لبنان', '#كورونا']",
Corona Lebanon #كورونا_لبنان,Aug 24,"#كورونا_لبنان: تسجيل 457 إصابة جديدة بفيروس #كورونا في #لبنان ليرتفع إجمالي الاصابات الى 13155 إصابة
علما أن الإصابات توزعت بين 447 إصابة من المقيمين و 10 إصابات من الوافدين
#CoronaVirusUpdate
#COVID_19
#coronalebanon","['#كورونا_لبنان', '#كورونا', '#CoronaVirusUpdate', '#coronalebanon', '#لبنان', '#COVID_19']",
Mahmoud,Aug 24,"جولات وزير الصحة عالمستشفيات وعالمناطق كل يوم شو الفائدة منها غير انه عم تزيد اعداد المعرضين للإصابة بكورونا؟!
#كورونا_لبنان",['#كورونا_لبنان'],
Media creativity,Aug 24,"الرئيس السيسي يجتمع مع الفريق أسامة ربيع لمتابعة تطورات نشاط هيئة قناة السويس ومشروعاتها المختلفة https://mediacreativity.org/article/3011 #السعودية
 #السيسى #مصر_بعيون_عشاقها #عاجل #كلية_التقنيه #فيروس_كورونا #لبنان_ينهار #بيروت #باريس_ميونخ #ببجي_PUBG #الامارات_رساله_سلام #خلف_بن_هذال","['#السيسى', '#باريس_ميونخ', '#كلية_التقنيه', '#الامارات_رساله_سلام', '#فيروس_كورونا', '#لبنان_ينهار', '#خلف_بن_هذال', '#عاجل', '#مصر_بعيون_عشاقها', '#ببجي_PUBG', '#السعودية', '#بيروت']",
حركة أمل,Aug 24,"التقرير اليومي لفيروس كورونا ""كوفيد -19""
التاريخ: الإثنين 24 آب 2020
#حركة_أمل
#كورونا_لبنان
#خليك_بالبيت
#وطنك_بيتك
#كورونا","['#وطنك_بيتك', '#كورونا_لبنان', '#كورونا', '#خليك_بالبيت', '#حركة_أمل']",
Sara Chang,Aug 24,"I'm preparing a data analysis of #BeirutBlast impact on #COVID19. If you have data or observations that might be helpful in that analysis, let me know! Especially compliance with health measures & changes in movement... #Lebanon #COVID19 #كورونا_لبنان","['#Lebanon', '#كورونا_لبنان', '#BeirutBlast', '#COVID19']",
Huda Shehab,Aug 24,"الدولة بلشت تنزل اعداد كورونا شوي شوي ، لتقنعنا انو نفع الاقفال ، على اساس الناس ملتزمة بالاقفال 
 
ضحك على الدقون..
#كورونا
#لبنان
#coronavirus","['#coronavirus', '#لبنان', '#كورونا']",
صحيفة أضواء الوطن,Aug 24,#اضواء_الوطن | #كورونا.. #لبنان يسجل 3 وفيات و457 إصابة جديدة بالفيروس,"['#لبنان', '#اضواء_الوطن', '#كورونا']",
,Aug 24,"عندي صديق مرتو كتير نكدة ، هوي متحمِسّ يقتلها بإيدو وأنا ووزارة الصحة عم نشجعو يعملها ويسجلها كورونا
#كورونا
#وزارة_الصحة
#بيروت
#لبنان
#كورونا_لبنان","['#وزارة_الصحة', '#كورونا_لبنان', '#كورونا', '#لبنان', '#بيروت']",
Al Markazia,Aug 24,"المركزية - ""كورونا"" لبنان الى انخفاض طفيف.. 457 إصابة جديدة و3 وفيات
طرابلس تسجل 69 اصابة جديدة و11 في اهدن.. هل تعزل بلاط؟",[],
العربية عاجل,Aug 24,#كورونا.. لبنان يسجل 3 وفيات و457 إصابة جديدة بالفيروس #العربية_عاجل https://alarabiya.net,"['#العربية_عاجل', '#كورونا']",
Mulhak ملحق,Aug 24,"#وزارة_الصحة: تسجيل 3 وفيات و457 إصابة جديدة بفيروس #كورونا
https://mulhak.com/p/13409380
#لبنان #ملحق","['#وزارة_الصحة', '#لبنان', '#ملحق', '#كورونا']",
COVID-19 LB,Aug 24,"Monday, August 24 at 7:21 PM

3 patients have died from COVID-19 increasing the death toll to 126 with 76 other patients in critical condition. #كورونا_لبنان",['#كورونا_لبنان'],
Nicholas Frakes | نيكولاس فرايكس,Aug 24,"#COVID19 cases in #Lebanon decrease for another day with 457 new cases and three deaths. The total is now 13,155 and 126 deaths. #CoronaVirusUpdate #كورونا #كورونا_لبنان","['#Lebanon', '#كورونا_لبنان', '#كورونا', '#CoronaVirusUpdate', '#COVID19']",
nbnlebanon,Aug 24,"وزارة الصحة اللبنانية: تسجيل 457 إصابة جديدة بـ #كورونا و3 وفيات 
https://nbntv.me/?p=256335
#كورونا_لبنان","['#كورونا_لبنان', '#كورونا']",
Annahar,Aug 24,كورونا لبنان: 507 حالات والوباء في مرحلة خطيرة معدل إصابات الفيروس قد يتضاعف خلال 23 يوماً,[],
Tony Saliba,Aug 24,٤٥٧ اصابة جديدة بفيروس كورونا رفعت العدد ل ١٣١٥٥ اصابة و ٣ حالات وفاة رفعت العدد ل ١٢٦ #كورونا_لبنان,['#كورونا_لبنان'],
Sawt Beirut International,Aug 24,"تعقيم مقر نقابة المهندسين في طرابلس للوقاية من فيروس كورونا
#لبنان",['#لبنان'],
Rey Selfani,Aug 24,"بس كيف عرفوا الساعة ستة بتضهر كورونا؟!
#كورونا_لبنان
#لبنان_ينهار","['#كورونا_لبنان', '#لبنان_ينهار']",
Nisrine HAMMOUD,Aug 24,"أثناء التنقل بين بيروت والجبل،
الواضح أن الالتزام بالتعبئة في الأحياء ببيروت التي مررت بها شبه تام، أما في الجبل فالكل يتابع حياته بصورة طبيعية
#التعبئة
#كورونا_لبنان","['#كورونا_لبنان', '#التعبئة']",
LBCI TV,Aug 24,"74 عينة لمواطنين خالطوا مصابين في قرى الضنية
https://bit.ly/3j6Wq48
#كورونا #كورونا_لبنان
#LBCI #LBCINews #LBCILebanon","['#LBCI', '#كورونا_لبنان', '#LBCINews', '#كورونا', '#LBCILebanon']",
Marwa seif,Aug 24,"لما تكون دولة طويلة عريضة من أكبر مؤسسة فيها لأصغرها عّم تتلاعب بمشاعر العالم 
وعم تعطي أرقام وأسماء ناس وهمين انهم مصابين بالكورونا لأهداف ومصالح خاصة وشالي حركة البلد وعم تقطع بأرزاق الناس 

وقتها بتتأكد انك عايش بدولة أقل ما يقال عنها انها بؤرة الفساد 

#كورونا_لبنان 
#الدولار","['#كورونا_لبنان', '#الدولار']",
Sami Leba,Aug 24,"عم بتبلش صورة الانسان لابس كمامة تصير عادية بشكل لاواعي... التكيف سيف ذو حدين.

#كورونا 
#كورونا_لبنان","['#كورونا_لبنان', '#كورونا']",
Lebanese-Forces.com,Aug 24,"بلدية بلاط: وصلنا الى الخطوط الحمر في انتشار ""كورونا""
https://cutt.ly/3fpCsJR
#كورونا #لبنان","['#لبنان', '#كورونا']",
Hassan Taleb,Aug 24,#كورونا #لبنان,"['#لبنان', '#كورونا']",
Jad,Aug 24,"٦٠٠ اصابة بكورونا ليوم ؟؟ 
خي شو صاير معكن شو ماشيين بالشارع عم تكجكجوا بتم بعض ... يعني لو عم تمصمصوا شفاف بعض ما منوصل لهون 
#كورونا 
#لبنان","['#لبنان', '#كورونا']",
مصطفى إبراهيم,Aug 24,"شو بالنسبة لقرار الإقفال؟!.. حاسس انّي لحالي منتبه. كورونا بين اجرينا وفي هبل لليوم بيقولوا كورونا كذبة.
شو رأيك تنضب ببيتك مبدئياً ومنتناقش بهالكذبة بعدين.
#كورونا_لبنان 
#وعي
#خلينا_ننضب_بالبيت","['#وعي', '#كورونا_لبنان', '#خلينا_ننضب_بالبيت']",
بوحسن القطان,Aug 24,"لا تكره شيئًا اختاره الله لك!
فعلى البلاءِ تؤجر وعلى المرض تؤجر وعلى الفقدِ تؤجر وعلى الصبرِ تؤجر فرب الخير لا يأتي إلا بخير 

#لبنان #الكويت #القران_الكريم #مسلم_بن_عقيل #كورونا_لبنان #الاخبار_الحلوه","['#القران_الكريم', '#مسلم_بن_عقيل', '#كورونا_لبنان', '#الاخبار_الحلوه', '#الكويت', '#لبنان']",
زينة..,Aug 24,"بالبلد في down بلا lock
#كورونا_لبنان",['#كورونا_لبنان'],
Roya News,Aug 24,"بالفيديو .. انتحاري يفجر نفسه أثناء محاصرته من قبل قوى الأمن في شمال لبنان
#رؤيا_الاخباري #فيروس_كورونا #لبنان","['#فيروس_كورونا', '#رؤيا_الاخباري', '#لبنان']",
AlMoukawel,Aug 24,"#نقولا_شماس في اجتماع طارئ لنقابات القطاعات التجارية: سنعيد فتح محلاتنا الاربعاء ونقول للدولة ان القرار الظالم بالاقفال لا يمكن أن يستمر بعد اليوم على القطاع التجاري ونحن نلتزم بالبروتوكول المتبع للوقاية من #كورونا

#لبنان 
#المقاول_اللبناني","['#المقاول_اللبناني', '#لبنان', '#كورونا', '#نقولا_شماس']",
Ihab.M.Kilani,Aug 24,#صباح_الخيرᅠ #الامارات #الذهب #خواطر_راقت_لي #شمس_المعارف #سوريا #فيروس_كورونا #لبنان #مساء_الخير #يارب ,"['#الامارات', '#سوريا', '#شمس_المعارف', '#خواطر_راقت_لي', '#الذهب', '#لبنان', '#فيروس_كورونا', '#مساء_الخير', '#صباح_الخيرᅠ', '#يارب']",
Rita BF,Aug 24,"هل تعرف/ين الفرق بين""الطاغوت"" و ""الشرع""؟
#كورونا #لبنان #لبنان_ينتفض #كلن_يعني_كلن #انفجار_مرفأ_بيروت","['#انفجار_مرفأ_بيروت', '#كلن_يعني_كلن', '#كورونا', '#لبنان_ينتفض', '#لبنان']",
informations,Aug 24,"#السعودية
 #اخرسي_إيناس_الحنطي #فيروس_كورونا 
#لبنان #هند_القحطاني_تستفز_اللورد 
#هدف_ينتهك_خصوصيه_المستخدمين #باريس_ميونخ 
برنامج للربح من الانترنت بدون مجهود ادخل وجرب بنفسك","['#هند_القحطاني_تستفز_اللورد', '#هدف_ينتهك_خصوصيه_المستخدمين', '#باريس_ميونخ', '#اخرسي_إيناس_الحنطي', '#فيروس_كورونا', '#السعودية', '#لبنان']",
بوابة اللاجئين الفلسطينيين,Aug 24,"تشديد الإجراءات الوقائية في #مخيم_برج_الشمالي عقب ارتفاع أعداد الإصابات بـ #كورونا إلى 11.

#المخيمات_تواجه_كورونا
#لبنان","['#لبنان', '#المخيمات_تواجه_كورونا', '#كورونا', '#مخيم_برج_الشمالي']",
A|ع,Aug 24,"إذا أعداد الإصابات قليلة منشكك فيها، وإذا كتير كمان منشكك فيها .. شو هالشعب هيدا؟ شو يلي بيقنعه؟ 

#كورونا #كورونا_لبنان","['#كورونا_لبنان', '#كورونا']",
⁦سركيس_سابا#,Aug 24,"٥٠٠$ × ٦٠٠ مصاب(معدل يومي) في لبنان وتدفع بدل ٢٠٠٠$ عن الذين يموتون في هذا الوباء.
كم من الأشخاص عاودوا فحص PCR فأتت نتيجتهم سلبية خلال ٢٤ ساعة؟!
أنا لا أشكك بوجود المرض ولن أشك حتى الممات أن دولتنا لم يأتي على حكمها يوما غير تجار يصطادون الثروات ""من تم السبع""
  #كورونا
#لبنان","['#لبنان', '#كورونا']",
اخبار النادي العربي,Aug 24," صحيفة الانباء | العربي يستانف تدربياته ... ومسحه ثانيه لمرمر اليوم 
#كورونا #لبنان","['#لبنان', '#كورونا']",
