Name,KADAA_ID,KADAA_AR,KADAA_EN,MOHAFAZA_ID,MOHAFAZA_AR,MOHAFAZA_EN
Kefraiya (Zgharta),73000,زغرتا,Zgharta,7,الشمال,North
Keyfoun,54000,عاليه,Aley,5,جبل لبنان,Mount Lebanon
Kfar Aammay,54000,عاليه,Aley,5,جبل لبنان,Mount Lebanon
Kfar Chellal (Saida),81000,صيدا,Saida,8,الجنوب,South
Kfar Chellane (Minieh-Danniyeh),77000,المنية-الضنّية,El Minieh-Dennieh,7,الشمال,North
Kfar Chima,51000,بعبدا,Baabda,5,جبل لبنان,Mount Lebanon
Kfar Chouba,64000,حاصبيّا,Hasbaya,6,نبطية,Nabatiyeh
Kfar Dane,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Kfar Denis,43000,راشيّا,Rachaya,4,البقاع,Bekaa
Kfar Dibiane,55000,كسروان,Kesserouane,5,جبل لبنان,Mount Lebanon
Kfar Dlaqous,73000,زغرتا,Zgharta,7,الشمال,North
Kfar Fou,73000,زغرتا,Zgharta,7,الشمال,North
Kfar Habou,77000,المنية-الضنّية,El Minieh-Dennieh,7,الشمال,North
Kfar Hata (Koura),72000,الكورة,El Koura,7,الشمال,North
Kfar Hata (Zgharta),73000,زغرتا,Zgharta,7,الشمال,North
Kfar Hay,74000,البترون,El Batroun,7,الشمال,North
Kfar Hay (Chouf),53000,الشّوف,Ech Chouf,5,جبل لبنان,Mount Lebanon
Kfar Houneh,82000,جزّين,Jezzine,8,الجنوب,South
Kfar Jrayf,55000,كسروان,Kesserouane,5,جبل لبنان,Mount Lebanon
Kfar Kiddeh,56000,جبيل,Jbeil,5,جبل لبنان,Mount Lebanon
Kfar Masshoun,56000,جبيل,Jbeil,5,جبل لبنان,Mount Lebanon
Kfar Melki (Aakkar),11000,عكّار,Akkar,1,عكار,Akkar
Kfar Melki (Saida),81000,صيدا,Saida,8,الجنوب,South
Kfar Michki,43000,راشيّا,Rachaya,4,البقاع,Bekaa
Kfar Saroun (Koura),72000,الكورة,El Koura,7,الشمال,North
Kfar Shlaimane,74000,البترون,El Batroun,7,الشمال,North
Kfar Tay,55000,كسروان,Kesserouane,5,جبل لبنان,Mount Lebanon
Kfar Tay (Matn),52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Kfar Zeina,73000,زغرتا,Zgharta,7,الشمال,North
Kfayr Ez Zait,64000,حاصبيّا,Hasbaya,6,نبطية,Nabatiyeh
Kfour,61000,النبطيّة,El Nabatieh,6,نبطية,Nabatiyeh
Kfour,55000,كسروان,Kesserouane,5,جبل لبنان,Mount Lebanon
Kfour El Aarbi,74000,البترون,El Batroun,7,الشمال,North
Khalouat,64000,حاصبيّا,Hasbaya,6,نبطية,Nabatiyeh
Khalouat Falougha,51000,بعبدا,Baabda,5,جبل لبنان,Mount Lebanon
Kharayeb (Hermel),21000,الهرمل,El Hermel,2,بعلبك - هرمل,Baalbak - Hermel
Kharayeb (Saida),81000,صيدا,Saida,8,الجنوب,South
Kharbet,56000,جبيل,Jbeil,5,جبل لبنان,Mount Lebanon
Kharnoub,77000,المنية-الضنّية,El Minieh-Dennieh,7,الشمال,North
Khiara,42000,البقاع الغربي,West Bekaa,4,البقاع,Bekaa
Khiara El Aatiqa,42000,البقاع الغربي,West Bekaa,4,البقاع,Bekaa
Khinchara,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Khirbet Bisri,53000,الشّوف,Ech Chouf,5,جبل لبنان,Mount Lebanon
Khirbet Char,11000,عكّار,Akkar,1,عكار,Akkar
Khirbet Daoud (Aakkar),11000,عكّار,Akkar,1,عكار,Akkar
Khiyam,63000,مرجعيون,Marjaayoun,6,نبطية,Nabatiyeh
Khodr (Baalbek),22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Khreibeh,11000,عكّار,Akkar,1,عكار,Akkar
Khreibeh (Baabda),51000,بعبدا,Baabda,5,جبل لبنان,Mount Lebanon
Khreibeh (Baalbek),22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Khreibeh (Chouf),53000,الشّوف,Ech Chouf,5,جبل لبنان,Mount Lebanon
Klilayeh,53000,الشّوف,Ech Chouf,5,جبل لبنان,Mount Lebanon
Kneisseh,83000,صور,Sour,8,الجنوب,South
Kneisseh (Aakkar),11000,عكّار,Akkar,1,عكار,Akkar
Kneisseh (Baabda),51000,بعبدا,Baabda,5,جبل لبنان,Mount Lebanon
Kneisseh (Baalbek),22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Kneisseh (Chouf),53000,الشّوف,Ech Chouf,5,جبل لبنان,Mount Lebanon
Kouachra,11000,عكّار,Akkar,1,عكار,Akkar
Kouakh,21000,الهرمل,El Hermel,2,بعلبك - هرمل,Baalbak - Hermel
Koueikhat,11000,عكّار,Akkar,1,عكار,Akkar
Laboueh,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Laqlouq,56000,جبيل,Jbeil,5,جبل لبنان,Mount Lebanon
Laylakeh,51000,بعبدا,Baabda,5,جبل لبنان,Mount Lebanon
Louayzeh,51000,بعبدا,Baabda,5,جبل لبنان,Mount Lebanon
Louayzeh (Jezzine),82000,جزّين,Jezzine,8,الجنوب,South
Loubieh,81000,صيدا,Saida,8,الجنوب,South
Loussia,42000,البقاع الغربي,West Bekaa,4,البقاع,Bekaa
Maamariyeh,81000,صيدا,Saida,8,الجنوب,South
Maaniyeh,53000,الشّوف,Ech Chouf,5,جبل لبنان,Mount Lebanon
Maarakeh,83000,صور,Sour,8,الجنوب,South
Maaysra,55000,كسروان,Kesserouane,5,جبل لبنان,Mount Lebanon
Maaysra (Hermel),21000,الهرمل,El Hermel,2,بعلبك - هرمل,Baalbak - Hermel
Machmoucheh,82000,جزّين,Jezzine,8,الجنوب,South
Machrah,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Maghdoucheh,81000,صيدا,Saida,8,الجنوب,South
Majdala (Aakkar),11000,عكّار,Akkar,1,عكار,Akkar
Majdel (Koura),72000,الكورة,El Koura,7,الشمال,North
Majdel Aakkar,11000,عكّار,Akkar,1,عكار,Akkar
Majdel Balhis,43000,راشيّا,Rachaya,4,البقاع,Bekaa
Majdel El Meouch,53000,الشّوف,Ech Chouf,5,جبل لبنان,Mount Lebanon
Majdelyoun,81000,صيدا,Saida,8,الجنوب,South
Majzoub,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Maknouniyeh,82000,جزّين,Jezzine,8,الجنوب,South
Makseh,41000,زحلة,Zahle,4,البقاع,Bekaa
Malkiyet Es Sahel,83000,صور,Sour,8,الجنوب,South
Manara-Hammara,42000,البقاع الغربي,West Bekaa,4,البقاع,Bekaa
Mansoura (Beqaa Ouest),42000,البقاع الغربي,West Bekaa,4,البقاع,Bekaa
Mansouri,83000,صور,Sour,8,الجنوب,South
Mansouriyeh,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Mansouriyeh (Aaley),54000,عاليه,Aley,5,جبل لبنان,Mount Lebanon
Maqneh,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Mar Boutros Karm Et Tine,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Mar Chaaya,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Mar Mikhayel Bnabil,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Mar Moussa Ed Douar,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Marj (Beqaa Ouest),42000,البقاع الغربي,West Bekaa,4,البقاع,Bekaa
Marj Barja,53000,الشّوف,Ech Chouf,5,جبل لبنان,Mount Lebanon
Marj Ez Zouhour (Dnaibeh),64000,حاصبيّا,Hasbaya,6,نبطية,Nabatiyeh
Markebta,77000,المنية-الضنّية,El Minieh-Dennieh,7,الشمال,North
Masqa,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Massaaoudiyeh,11000,عكّار,Akkar,1,عكار,Akkar
Mayasseh,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Maydoun,42000,البقاع الغربي,West Bekaa,4,البقاع,Bekaa
Mayfouq,56000,جبيل,Jbeil,5,جبل لبنان,Mount Lebanon
Mazraa (Chouf),53000,الشّوف,Ech Chouf,5,جبل لبنان,Mount Lebanon
Mazraat Aartoussi,77000,المنية-الضنّية,El Minieh-Dennieh,7,الشمال,North
Mazraat Al Souaydane,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Mazraat Baldeh,11000,عكّار,Akkar,1,عكار,Akkar
Mazraat Beit Ghattas,11000,عكّار,Akkar,1,عكار,Akkar
Mazraat Beit Matar,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Mazraat Beit Mchaik,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Mazraat Beit Slaybi,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Mazraat Deir Aaoukar,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Mazraat El Fqih,21000,الهرمل,El Hermel,2,بعلبك - هرمل,Baalbak - Hermel
Mazraat El Fradis,73000,زغرتا,Zgharta,7,الشمال,North
Mazraat El Hadira,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Mazraat El Kreym,77000,المنية-الضنّية,El Minieh-Dennieh,7,الشمال,North
Mazraat El Mechref,83000,صور,Sour,8,الجنوب,South
Mazraat El Qnaytra,81000,صيدا,Saida,8,الجنوب,South
Mazraat En Nahriyeh,11000,عكّار,Akkar,1,عكار,Akkar
Mazraat Er Remassa,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Mazraat Es Sayed,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Mazraat Et Tout,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Mazraat Ez Zalloutieh,83000,صور,Sour,8,الجنوب,South
Mazraat Haouqa,73000,زغرتا,Zgharta,7,الشمال,North
Mazraat Qold Es Sabaah,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Mazraat Sejoud (Hermel),21000,الهرمل,El Hermel,2,بعلبك - هرمل,Baalbak - Hermel
Mazraat Selsata,43000,راشيّا,Rachaya,4,البقاع,Bekaa
Mchaa Ej Joubbeh,76000,بشرّي,Bcharre,7,الشمال,North
Mchane,56000,جبيل,Jbeil,5,جبل لبنان,Mount Lebanon
Mchaylha,11000,عكّار,Akkar,1,عكار,Akkar
Mecherfeh,54000,عاليه,Aley,5,جبل لبنان,Mount Lebanon
Mechmech (Aakkar),11000,عكّار,Akkar,1,عكار,Akkar
Mechref,53000,الشّوف,Ech Chouf,5,جبل لبنان,Mount Lebanon
Mejdlaiya (Aaley),54000,عاليه,Aley,5,جبل لبنان,Mount Lebanon
Mejdlaiya (Zgharta),73000,زغرتا,Zgharta,7,الشمال,North
Memneaa,11000,عكّار,Akkar,1,عكار,Akkar
Merdacheh,51000,بعبدا,Baabda,5,جبل لبنان,Mount Lebanon
Meri,64000,حاصبيّا,Hasbaya,6,نبطية,Nabatiyeh
Merouahine,83000,صور,Sour,8,الجنوب,South
Merouaniyeh,81000,صيدا,Saida,8,الجنوب,South
Mghayreh,56000,جبيل,Jbeil,5,جبل لبنان,Mount Lebanon
Mghayriyeh,53000,الشّوف,Ech Chouf,5,جبل لبنان,Mount Lebanon
Mhaiydseh,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Mhaiydseh (Rachaiya),43000,راشيّا,Rachaya,4,البقاع,Bekaa
Mhammara (Aakkar),11000,عكّار,Akkar,1,عكار,Akkar
Mharbiyeh,82000,جزّين,Jezzine,8,الجنوب,South
Mina,71000,طرابلس,Tripoli,7,الشمال,North
Minieh,77000,المنية-الضنّية,El Minieh-Dennieh,7,الشمال,North
Minyara,11000,عكّار,Akkar,1,عكار,Akkar
Miriata,73000,زغرتا,Zgharta,7,الشمال,North
Miyeh Ou Miyeh,81000,صيدا,Saida,8,الجنوب,South
Mjadel,83000,صور,Sour,8,الجنوب,South
Mjeydil (Jezzine),82000,جزّين,Jezzine,8,الجنوب,South
Mohteqra,53000,الشّوف,Ech Chouf,5,جبل لبنان,Mount Lebanon
Moqraq,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Moukhtara,53000,الشّوف,Ech Chouf,5,جبل لبنان,Mount Lebanon
Mounsef,56000,جبيل,Jbeil,5,جبل لبنان,Mount Lebanon
Mounseh,11000,عكّار,Akkar,1,عكار,Akkar
Mqaybleh,11000,عكّار,Akkar,1,عكار,Akkar
Mqayteaa,11000,عكّار,Akkar,1,عكار,Akkar
Mradiyeh,55000,كسروان,Kesserouane,5,جبل لبنان,Mount Lebanon
Mrah El Habasse,82000,جزّين,Jezzine,8,الجنوب,South
Mrah El Khaoukh (Akroum),11000,عكّار,Akkar,1,عكار,Akkar
Mrah El Qorneh,21000,الهرمل,El Hermel,2,بعلبك - هرمل,Baalbak - Hermel
Mrah Es Sfireh,77000,المنية-الضنّية,El Minieh-Dennieh,7,الشمال,North
Mrah Es Souaisseh,21000,الهرمل,El Hermel,2,بعلبك - هرمل,Baalbak - Hermel
Mrah Es Srayj,77000,المنية-الضنّية,El Minieh-Dennieh,7,الشمال,North
Mrah Ez Zouaitineh,21000,الهرمل,El Hermel,2,بعلبك - هرمل,Baalbak - Hermel
Mrah Ras El Ain,21000,الهرمل,El Hermel,2,بعلبك - هرمل,Baalbak - Hermel
Mrayjat,54000,عاليه,Aley,5,جبل لبنان,Mount Lebanon
Mrayjat (Zahleh),41000,زحلة,Zahle,4,البقاع,Bekaa
Mreijeh,51000,بعبدا,Baabda,5,جبل لبنان,Mount Lebanon
Mtain,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Mtayleb,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Mtolleh,53000,الشّوف,Ech Chouf,5,جبل لبنان,Mount Lebanon
Mzarib,56000,جبيل,Jbeil,5,جبل لبنان,Mount Lebanon
Naameh,53000,الشّوف,Ech Chouf,5,جبل لبنان,Mount Lebanon
Nabatiyeh El Faouqa,61000,النبطيّة,El Nabatieh,6,نبطية,Nabatiyeh
Nabatiyeh Et Tahta,61000,النبطيّة,El Nabatieh,6,نبطية,Nabatiyeh
Nabha Ed Damdoum,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Nabha El Mehfara,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Nabha El Qeddam,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Nabi Chbat,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Nabi Chit,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Nabi Osmane,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Nabi Rchadeh,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Nabi Youcheaa,77000,المنية-الضنّية,El Minieh-Dennieh,7,الشمال,North
Naffakhiyeh,83000,صور,Sour,8,الجنوب,South
Nahla,74000,البترون,El Batroun,7,الشمال,North
Nahleh (Baalbek),22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Nahriyeh,11000,عكّار,Akkar,1,عكار,Akkar
Najjariyeh,81000,صيدا,Saida,8,الجنوب,South
Nakhleh,72000,الكورة,El Koura,7,الشمال,North
Naqqach,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Nasriyeh,41000,زحلة,Zahle,4,البقاع,Bekaa
Nfisseh,11000,عكّار,Akkar,1,عكار,Akkar
Niha (Batroun),74000,البترون,El Batroun,7,الشمال,North
Niha (Zahleh),41000,زحلة,Zahle,4,البقاع,Bekaa
Nmairiyeh,61000,النبطيّة,El Nabatieh,6,نبطية,Nabatiyeh
Nouqra,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Noura Et Tahta,11000,عكّار,Akkar,1,عكار,Akkar
Ouadi Bnehlay,53000,الشّوف,Ech Chouf,5,جبل لبنان,Mount Lebanon
Ouadi Chahrour El Aaoulia,51000,بعبدا,Baabda,5,جبل لبنان,Mount Lebanon
Ouadi Chahrour Es Soufla,51000,بعبدا,Baabda,5,جبل لبنان,Mount Lebanon
Ouadi Deir Dourit,53000,الشّوف,Ech Chouf,5,جبل لبنان,Mount Lebanon
Ouadi Ed Delm,41000,زحلة,Zahle,4,البقاع,Bekaa
Ouadi El Aaoss,21000,الهرمل,El Hermel,2,بعلبك - هرمل,Baalbak - Hermel
Ouadi El Karm (Hermel),21000,الهرمل,El Hermel,2,بعلبك - هرمل,Baalbak - Hermel
Ouadi El Laymoun,82000,جزّين,Jezzine,8,الجنوب,South
Ouadi En Nahleh,77000,المنية-الضنّية,El Minieh-Dennieh,7,الشمال,North
Ouadi En Nayra,21000,الهرمل,El Hermel,2,بعلبك - هرمل,Baalbak - Hermel
Ouadi Er Ratl,21000,الهرمل,El Hermel,2,بعلبك - هرمل,Baalbak - Hermel
Ouadi Khaled,11000,عكّار,Akkar,1,عكار,Akkar
Ouaqf (Beqaa Ouest),42000,البقاع الغربي,West Bekaa,4,البقاع,Bekaa
Ouardaniyeh,53000,الشّوف,Ech Chouf,5,جبل لبنان,Mount Lebanon
Ouarhaniyeh,53000,الشّوف,Ech Chouf,5,جبل لبنان,Mount Lebanon
Ouazzani,63000,مرجعيون,Marjaayoun,6,نبطية,Nabatiyeh
Qaa Baalbek,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Qaaqaaiyet Es Snaoubar,81000,صيدا,Saida,8,الجنوب,South
Qaaqaiyet Ej Jisr,61000,النبطيّة,El Nabatieh,6,نبطية,Nabatiyeh
Qaaqour,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Qadriyeh,73000,زغرتا,Zgharta,7,الشمال,North
Qahmez,56000,جبيل,Jbeil,5,جبل لبنان,Mount Lebanon
Qalaa (Baabda),51000,بعبدا,Baabda,5,جبل لبنان,Mount Lebanon
Qalamoun,71000,طرابلس,Tripoli,7,الشمال,North
Qalaouiyeh,62000,بنت جبيل,Bent Jbeil,6,نبطية,Nabatiyeh
Qalileh (Nabha),22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Qanafez,21000,الهرمل,El Hermel,2,بعلبك - هرمل,Baalbak - Hermel
Qantara (Aakkar),11000,عكّار,Akkar,1,عكار,Akkar
Qarha (Aakkar),11000,عكّار,Akkar,1,عكار,Akkar
Qarha (Baalbek),22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Qasr (Hermel),21000,الهرمل,El Hermel,2,بعلبك - هرمل,Baalbak - Hermel
Qatrani,82000,جزّين,Jezzine,8,الجنوب,South
Qattine (Minieh-Danniyeh),77000,المنية-الضنّية,El Minieh-Dennieh,7,الشمال,North
Qaytouli,82000,جزّين,Jezzine,8,الجنوب,South
Qbaiyat (Aakkar),11000,عكّار,Akkar,1,عكار,Akkar
Qelaya,42000,البقاع الغربي,West Bekaa,4,البقاع,Bekaa
Qennabet Broummana,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Qennabet Salima,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Qlaiaa (Marjaayoun),63000,مرجعيون,Marjaayoun,6,نبطية,Nabatiyeh
Qlaileh,83000,صور,Sour,8,الجنوب,South
Qleiaat,55000,كسروان,Kesserouane,5,جبل لبنان,Mount Lebanon
Qleiaat (Aakkar),11000,عكّار,Akkar,1,عكار,Akkar
Qloud El Baqieh,11000,عكّار,Akkar,1,عكار,Akkar
Qmatiyeh,54000,عاليه,Aley,5,جبل لبنان,Mount Lebanon
Qnayouer,76000,بشرّي,Bcharre,7,الشمال,North
Qobbayaa,51000,بعبدا,Baabda,5,جبل لبنان,Mount Lebanon
Qorneh (Aakkar),11000,عكّار,Akkar,1,عكار,Akkar
Qornet Chehouane,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Qottara,56000,جبيل,Jbeil,5,جبل لبنان,Mount Lebanon
Qoussair,63000,مرجعيون,Marjaayoun,6,نبطية,Nabatiyeh
Qraiyat (Aakkar),11000,عكّار,Akkar,1,عكار,Akkar
Qraiyeh,81000,صيدا,Saida,8,الجنوب,South
Qrayeh (Baabda),51000,بعبدا,Baabda,5,جبل لبنان,Mount Lebanon
Qsaibeh,61000,النبطيّة,El Nabatieh,6,نبطية,Nabatiyeh
Qsaibeh (Baabda),51000,بعبدا,Baabda,5,جبل لبنان,Mount Lebanon
Qtaleh (Baabda),51000,بعبدا,Baabda,5,جبل لبنان,Mount Lebanon
Qtaleh (Jezzine),82000,جزّين,Jezzine,8,الجنوب,South
Raait,41000,زحلة,Zahle,4,البقاع,Bekaa
Rabiyeh,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Rachkiddeh,74000,البترون,El Batroun,7,الشمال,North
Rafid (Rachaiya),43000,راشيّا,Rachaya,4,البقاع,Bekaa
Rahbeh,11000,عكّار,Akkar,1,عكار,Akkar
Ram (Baalbek),22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Rama,11000,عكّار,Akkar,1,عكار,Akkar
Ramlieh,54000,عاليه,Aley,5,جبل لبنان,Mount Lebanon
Ramoute,56000,جبيل,Jbeil,5,جبل لبنان,Mount Lebanon
Raouda (Istabel),42000,البقاع الغربي,West Bekaa,4,البقاع,Bekaa
Raouda (Minieh-Danniyeh),77000,المنية-الضنّية,El Minieh-Dennieh,7,الشمال,North
Ras Baalbek Ech Charqi,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Ras El Matn,51000,بعبدا,Baabda,5,جبل لبنان,Mount Lebanon
Ras Masqa,72000,الكورة,El Koura,7,الشمال,North
Ras Nahhach,74000,البترون,El Batroun,7,الشمال,North
Rayfoun,55000,كسروان,Kesserouane,5,جبل لبنان,Mount Lebanon
Richmaiya,54000,عاليه,Aley,5,جبل لبنان,Mount Lebanon
Rihane (Jezzine),82000,جزّين,Jezzine,8,الجنوب,South
Rihaneh,56000,جبيل,Jbeil,5,جبل لبنان,Mount Lebanon
Rihaniyeh,77000,المنية-الضنّية,El Minieh-Dennieh,7,الشمال,North
Rihaniyeh (Aakkar),11000,عكّار,Akkar,1,عكار,Akkar
Rijmeh,54000,عاليه,Aley,5,جبل لبنان,Mount Lebanon
Rmaych (Bent Jbeil),62000,بنت جبيل,Bent Jbeil,6,نبطية,Nabatiyeh
Rmeileh (Chouf),53000,الشّوف,Ech Chouf,5,جبل لبنان,Mount Lebanon
Rmoul,11000,عكّار,Akkar,1,عكار,Akkar
Rouaiss,56000,جبيل,Jbeil,5,جبل لبنان,Mount Lebanon
Rouaysset El Ballout,51000,بعبدا,Baabda,5,جبل لبنان,Mount Lebanon
Rouaysset En Naamane,54000,عاليه,Aley,5,جبل لبنان,Mount Lebanon
Roumieh,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Saaideh,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Sadd El Baouchriyeh,52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Safra (Bechouat),22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Sahlat El May,21000,الهرمل,El Hermel,2,بعلبك - هرمل,Baalbak - Hermel
Sahleh,11000,عكّار,Akkar,1,عكار,Akkar
Saksakiyeh,81000,صيدا,Saida,8,الجنوب,South
Salhiyeh (Saida),81000,صيدا,Saida,8,الجنوب,South
Salima (Baabda),51000,بعبدا,Baabda,5,جبل لبنان,Mount Lebanon
Sammaqiyeh,11000,عكّار,Akkar,1,عكار,Akkar
Sammouniyeh,11000,عكّار,Akkar,1,عكار,Akkar
Saqi Richmaya,56000,جبيل,Jbeil,5,جبل لبنان,Mount Lebanon
Saqiet El Khayt,56000,جبيل,Jbeil,5,جبل لبنان,Mount Lebanon
Sarhmoul,54000,عاليه,Aley,5,جبل لبنان,Mount Lebanon
Saydoun,82000,جزّين,Jezzine,8,الجنوب,South
Sayssouq,11000,عكّار,Akkar,1,عكار,Akkar
Sehayleh,55000,كسروان,Kesserouane,5,جبل لبنان,Mount Lebanon
Selaa,83000,صور,Sour,8,الجنوب,South
Selfaya,54000,عاليه,Aley,5,جبل لبنان,Mount Lebanon
Semmaqli,11000,عكّار,Akkar,1,عكار,Akkar
Semqaniyeh,53000,الشّوف,Ech Chouf,5,جبل لبنان,Mount Lebanon
Seraal,73000,زغرتا,Zgharta,7,الشمال,North
Serraaine El Faouqa,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Serraaine Et Tahta,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Sfaileh (Baabdat),52000,المتن,El Meten,5,جبل لبنان,Mount Lebanon
Sfinet Ed Draib,11000,عكّار,Akkar,1,عكار,Akkar
Sfinet El Qayteaa,11000,عكّار,Akkar,1,عكار,Akkar
Sfireh,77000,المنية-الضنّية,El Minieh-Dennieh,7,الشمال,North
Sifri,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Sinneh,61000,النبطيّة,El Nabatieh,6,نبطية,Nabatiyeh
Sir,77000,المنية-الضنّية,El Minieh-Dennieh,7,الشمال,North
Sir El Gharbiyeh,61000,النبطيّة,El Nabatieh,6,نبطية,Nabatiyeh
Smaiyeh,83000,صور,Sour,8,الجنوب,South
Smar Jbeil,74000,البترون,El Batroun,7,الشمال,North
Snaiya,82000,جزّين,Jezzine,8,الجنوب,South
Souaisset Aakkar,11000,عكّار,Akkar,1,عكار,Akkar
Souaneh,56000,جبيل,Jbeil,5,جبل لبنان,Mount Lebanon
Souaneh (Marjaayoun),63000,مرجعيون,Marjaayoun,6,نبطية,Nabatiyeh
Souaneh (Nabha Ed Damdoum),22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Soultan Yaaqoub,42000,البقاع الغربي,West Bekaa,4,البقاع,Bekaa
Soultan Yaaqoub Aradi,42000,البقاع الغربي,West Bekaa,4,البقاع,Bekaa
Srayri,82000,جزّين,Jezzine,8,الجنوب,South
Taazaniyeh,54000,عاليه,Aley,5,جبل لبنان,Mount Lebanon
Tacheaa,11000,عكّار,Akkar,1,عكار,Akkar
Tahouitat El Ghadir,51000,بعبدا,Baabda,5,جبل لبنان,Mount Lebanon
Tahouitet En Nahr,51000,بعبدا,Baabda,5,جبل لبنان,Mount Lebanon
Tall Aabbas Ech Charqi,11000,عكّار,Akkar,1,عكار,Akkar
Tall Aabbas El Gharbi,11000,عكّار,Akkar,1,عكار,Akkar
Tall Bireh,11000,عكّار,Akkar,1,عكار,Akkar
Tall El Akhdar,41000,زحلة,Zahle,4,البقاع,Bekaa
Tall Hmayra,11000,عكّار,Akkar,1,عكار,Akkar
Tall Meaayane,11000,عكّار,Akkar,1,عكار,Akkar
Tallet Chattaha,11000,عكّار,Akkar,1,عكار,Akkar
Taoufiqiyeh,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Tarane,77000,المنية-الضنّية,El Minieh-Dennieh,7,الشمال,North
Taybeh (Baalbek),22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
Taybeh (Marjaayoun),63000,مرجعيون,Marjaayoun,6,نبطية,Nabatiyeh
Tayr Debba,83000,صور,Sour,8,الجنوب,South
Tayr Falsay,83000,صور,Sour,8,الجنوب,South
Temnine Et Tahta,22000,بعلبك,Baalbek,2,بعلبك - هرمل,Baalbak - Hermel
